"","Start_time","End_time","Finished","Screening","Condition","Intro","Consent","Reason_nc","Check_phd","Check_work_status","ob1","ob2","ob3","ra1","ra2","ra3","op1","op2","op3","iq1","iq2","iq3","in1","in2","in3","co1","co2","co3","Country","Year_born","Year_phd","Gender","Tenure","Feedback","Target"
"400","6/16/2014 18:43","6/16/2014 19:07","1","","Female","1","1","","1","1",5,5,3,6,7,6,3,6,6,5,5,6,6,6,6,6,3,2,"187","61","95","1","5","","Female Scientists"
"401","6/16/2014 19:14","6/16/2014 19:18","1","","Male","1","1","","1","1",3,3,5,4,5,5,3,5,3,4,4,4,6,6,6,5,3,4,"187","44","75","1","5","","Male Scientists"
"402","6/16/2014 20:08","6/16/2014 20:11","1","","Female","1","1","","1","1",7,6,5,7,7,7,5,6,7,3,6,6,6,7,7,7,7,5,"122","56","91","2","4","","Female Scientists"
"406","6/16/2014 20:43","6/16/2014 20:50","1","","Male","1","1","","1","1",6,6,6,5,5,6,6,5,6,4,4,4,5,6,6,6,5,3,"60","60","90","1","5","","Male Scientists"
"407","6/16/2014 20:51","6/16/2014 21:08","1","","Male","1","1","","2","",3,4,5,5,2,3,5,5,5,3,4,4,4,1,2,5,3,1,"24","62","99","1","4","","Male Scientists"
"408","6/16/2014 21:32","6/16/2014 21:35","1","","Female","1","1","","1","1",7,7,4,6,6,6,6,6,7,6,6,5,6,6,6,4,7,4,"187","65","93","2","5","","Female Scientists"
"409","6/16/2014 22:24","6/16/2014 22:29","1","","Male","1","1","","1","1",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"179","45","75","1","4","","Male Scientists"
"410","6/16/2014 22:45","6/16/2014 23:02","1","","Male","1","1","","1","2",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,"65","29","55","1","4","","Male Scientists"
"411","6/16/2014 23:01","6/16/2014 23:06","1","","Female","1","1","","1","1",4,2,4,4,2,4,4,4,4,4,4,4,4,4,2,4,4,2,"24","29","64","1","4","","Female Scientists"
"412","6/16/2014 23:26","6/16/2014 23:30","1","","Female","1","1","","1","1",6,6,6,6,6,6,6,6,6,6,4,6,6,4,2,4,2,3,"187","39","66","1","4","","Female Scientists"
"413","6/16/2014 23:43","6/16/2014 23:46","1","","Male","1","1","","1","1",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"163","58","87","1","5","","Male Scientists"
"414","6/16/2014 23:51","6/17/2014 0:01","1","","Male","1","1","","1","1",5,3,6,5,6,5,6,6,6,3,6,4,3,5,3,6,3,5,"187","54","84","1","4","","Male Scientists"
"415","6/17/2014 0:33","6/17/2014 0:40","1","","Female","1","1","","1","1",4,6,4,4,5,6,4,5,5,6,6,4,5,5,6,5,6,4,"86","49","82","1","4","","Female Scientists"
"416","6/17/2014 1:27","6/17/2014 1:30","1","","Female","1","1","","1","1",6,6,6,6,6,6,2,6,6,6,2,6,6,6,6,6,4,6,"9","21","46","1","5","","Female Scientists"
"418","6/17/2014 1:44","6/17/2014 1:49","1","","Male","1","1","","1","1",5,5,3,5,5,6,5,6,5,5,6,5,6,5,6,5,5,3,"9","35","72","1","4","","Male Scientists"
"419","6/17/2014 2:16","6/17/2014 2:19","1","","Female","1","1","","1","1",5,6,3,5,6,6,5,6,5,6,4,5,6,6,6,6,6,5,"9","62","94","2","5","","Female Scientists"
"420","6/17/2014 2:29","6/17/2014 2:35","1","","Male","1","1","","1","1",2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,"36","47","77","1","5","","Male Scientists"
"421","6/17/2014 3:22","6/17/2014 3:29","1","","Male","1","1","","1","1",5,3,6,3,5,4,6,3,5,2,4,3,4,6,5,4,4,2,"156","67","94","1","5","","Male Scientists"
"425","6/16/2014 17:10","6/17/2014 7:17","1","","Female","1","1","","1","1",7,7,4,4,7,7,4,7,7,1,1,4,7,4,4,7,4,4,"140","49","80","1","4","","Female Scientists"
"427","6/17/2014 8:29","6/17/2014 8:35","1","","Female","1","1","","1","1",5,6,3,6,6,7,3,3,6,3,6,4,6,7,7,4,5,4,"142","67","94","2","5","","Female Scientists"
"428","6/17/2014 9:30","6/17/2014 9:36","1","","Male","1","1","","1","2",6,6,6,4,5,6,5,6,6,5,4,4,6,6,6,6,6,5,"17","29","58","1","4","","Male Scientists"
"429","6/17/2014 9:49","6/17/2014 9:56","1","","Female","1","1","","1","1",4,4,4,4,4,6,4,6,6,2,2,5,4,4,3,4,5,2,"17","61","93","2","5","","Female Scientists"
"430","6/17/2014 9:58","6/17/2014 10:04","1","","Male","1","1","","1","1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"153","51","84","2","5","","Male Scientists"
"431","6/17/2014 11:46","6/17/2014 11:51","1","","Female","1","1","","1","1",6,6,2,6,6,6,5,6,6,3,3,5,7,7,6,4,7,5,"17","58","94","2","4","","Female Scientists"
"432","6/17/2014 12:18","6/17/2014 12:34","1","","Male","1","1","","1","1",6,1,5,2,5,7,2,6,2,1,2,2,6,3,2,3,6,2,"142","38","78","1","4","","Male Scientists"
"433","6/17/2014 13:08","6/17/2014 13:23","1","","Female","1","1","","1","1",6,5,4,5,6,6,2,6,3,5,4,5,6,5,4,3,4,2,"48","59","95","1","4","","Female Scientists"
"434","6/17/2014 13:31","6/17/2014 13:59","1","","Male","1","1","","2","",5,4,3,5,5,5,6,5,5,3,5,4,6,4,4,4,5,4,"161","54","96","2","5","","Male Scientists"
"435","6/17/2014 15:07","6/17/2014 15:23","1","","Female","1","1","","2","",3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,"156","68","97","1","5","","Female Scientists"
"436","6/17/2014 15:57","6/17/2014 16:05","1","","Female","1","1","","1","1",6,6,4,6,7,6,4,6,6,4,5,6,6,6,7,6,5,2,"187","39","68","1","4","","Female Scientists"
"437","6/17/2014 21:14","6/17/2014 21:26","1","","Male","1","1","","1","1",5,5,2,6,5,5,3,3,4,2,5,5,5,4,4,6,4,2,"36","63","89","2","5","","Male Scientists"
"438","6/17/2014 23:02","6/17/2014 23:06","1","","Female","1","1","","1","1",6,4,2,6,6,6,4,4,6,4,4,4,6,2,4,4,4,2,"65","56","90","1","4","","Female Scientists"
"439","6/18/2014 4:02","6/18/2014 4:07","1","","Male","1","1","","1","1",3,3,2,4,3,4,3,3,3,2,5,4,5,3,2,3,4,2,"140","50","79","1","5","","Male Scientists"
"461","6/18/2014 16:04","6/18/2014 16:18","1","","Male","1","1","","1","2",3,3,3,6,6,6,3,6,5,6,7,7,6,6,7,5,2,2,"185","15","54","1","5","","Male Scientists"
"466","6/18/2014 20:30","6/18/2014 20:33","1","","Female","1","1","","1","1",6,6,5,6,3,6,4,6,6,2,2,6,6,5,2,6,6,2,"17","38","73","1","4","","Female Scientists"
"473","6/19/2014 2:33","6/19/2014 2:39","1","","Female","1","1","","1","1",4,4,4,3,3,4,4,5,5,3,4,2,5,4,4,5,3,5,"36","42","71","1","4","","Female Scientists"
"479","6/19/2014 15:10","6/19/2014 15:15","1","","Male","1","1","","1","1",5,1,1,2,2,4,2,3,3,1,1,1,6,2,1,2,2,1,"65","49","86","1","4","","Male Scientists"
"481","6/18/2014 11:35","6/19/2014 17:56","1","","Male","1","1","","1","1",5,4,3,4,4,4,5,4,4,3,4,4,5,3,4,3,3,2,"185","40","66","1","4","","Male Scientists"
"482","6/20/2014 0:51","6/20/2014 1:01","1","","Female","1","1","","1","1",5,3,2,6,2,5,5,6,5,3,2,2,5,3,2,2,2,3,"111","9","49","1","4","","Female Scientists"
"484","6/20/2014 6:45","6/20/2014 6:53","1","","Female","1","1","","1","1",7,6,5,6,7,6,6,6,6,6,6,4,7,7,7,6,7,7,"31","57","84","1","4","","Female Scientists"
"486","6/20/2014 10:04","6/20/2014 10:13","1","","Female","1","1","","1","1",6,6,4,5,7,6,6,7,7,6,2,6,6,7,7,6,2,2,"87","33","66","1","4","","Female Scientists"
"487","6/20/2014 10:54","6/20/2014 11:00","1","","Male","1","1","","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","Male Scientists"
"488","6/20/2014 20:46","6/20/2014 20:50","1","","Male","1","1","","1","1",6,5,3,7,7,7,6,5,6,5,7,7,6,6,7,7,6,3,"187","34","65","2","4","","Male Scientists"
"489","6/21/2014 11:08","6/21/2014 11:19","1","","Female","1","1","","1","6",4,4,4,4,4,4,4,4,4,4,5,4,4,7,4,7,5,3,"86","64","93","1","5","","Female Scientists"
"497","6/24/2014 5:04","6/24/2014 5:18","1","","Male","1","1","","1","1",6,7,6,7,7,7,7,6,6,6,5,6,6,7,6,7,7,5,"36","48","81","1","4","","Male Scientists"
"508","6/27/2014 9:23","6/27/2014 9:28","1","","Female","1","1","","1","1",6,6,5,6,5,6,6,6,5,4,5,4,6,6,6,4,5,2,"9","47","73","1","5","","Female Scientists"
"509","6/27/2014 9:26","6/27/2014 9:31","1","","Male","1","1","","2","",5,5,2,6,4,5,3,3,6,4,5,2,6,6,5,6,3,1,"169","63","96","1","5","","Male Scientists"
"510","6/27/2014 9:28","6/27/2014 9:33","1","","Female","1","1","","1","1",4,4,3,4,4,4,4,4,4,3,4,4,5,5,3,4,4,3,"10","58","95","1","4","","Female Scientists"
"512","6/27/2014 9:24","6/27/2014 9:35","1","","Female","1","1","","2","",5,3,3,5,6,5,3,5,5,5,3,4,5,6,5,5,6,2,"61","65","95","1","5","","Female Scientists"
"513","6/27/2014 9:31","6/27/2014 9:35","1","","Female","1","1","","1","1",6,6,6,6,4,6,6,5,4,6,3,4,6,6,4,7,3,2,"9","58","88","1","5","","Female Scientists"
"514","6/27/2014 9:34","6/27/2014 9:37","1","","Female","1","1","","1","1",6,4,2,4,4,4,4,4,4,5,6,4,4,4,4,4,5,4,"187","31","65","1","5","","Female Scientists"
"515","6/27/2014 9:34","6/27/2014 9:38","1","","Male","1","1","","1","1",5,5,6,5,5,5,5,5,5,4,2,5,5,5,5,5,3,3,"60","67","95","2","5","","Male Scientists"
"516","6/27/2014 9:34","6/27/2014 9:38","1","","Female","1","1","","1","1",5,5,3,6,6,6,5,5,6,4,5,5,6,6,6,5,5,2,"65","46","89","1","","","Female Scientists"
"517","6/27/2014 9:29","6/27/2014 9:38","1","","Male","1","1","","1","1",5,4,2,5,6,5,5,5,5,2,5,6,5,2,2,3,5,3,"9","63","93","1","5","","Male Scientists"
"518","6/27/2014 9:36","6/27/2014 9:39","1","","Female","1","1","","1","1",5,5,3,5,5,5,5,3,5,4,5,4,4,5,3,4,4,4,"84","50","85","2","4","","Female Scientists"
"520","6/27/2014 9:34","6/27/2014 9:39","1","","Male","1","1","","1","1",2,2,3,4,5,3,2,2,2,1,2,1,5,2,6,6,2,2,"169","65","95","1","5","","Male Scientists"
"521","6/27/2014 9:36","6/27/2014 9:40","1","","Male","1","1","","1","1",6,6,4,6,6,6,2,6,6,2,2,4,6,6,6,6,6,5,"185","53","74","1","4","","Male Scientists"
"522","6/27/2014 9:33","6/27/2014 9:41","1","","Male","1","1","","1","1",6,4,2,5,4,5,4,4,4,6,6,4,5,4,2,2,3,1,"185","57","88","2","5","","Male Scientists"
"523","6/27/2014 9:28","6/27/2014 9:41","1","","Female","1","1","","1","1",2,3,2,4,3,5,3,3,2,4,4,4,4,2,2,2,2,3,"","47","83","1","4","","Female Scientists"
"524","6/27/2014 9:35","6/27/2014 9:41","1","","Male","1","1","","1","1",6,4,4,4,3,6,5,4,5,3,2,4,5,1,3,1,3,1,"138","46","81","2","4","","Male Scientists"
"525","6/27/2014 9:32","6/27/2014 9:42","1","","Female","1","1","","1","1",6,4,6,4,6,6,5,2,2,4,5,6,6,4,4,4,4,2,"67","51","95","1","4","","Female Scientists"
"528","6/27/2014 9:37","6/27/2014 9:44","1","","Female","1","1","","1","6",4,4,5,4,4,4,5,4,5,3,3,4,4,2,5,3,5,6,"158","63","92","1","5","","Female Scientists"
"529","6/27/2014 9:39","6/27/2014 9:44","1","","Female","1","1","","1","1",6,4,4,6,4,4,4,4,7,3,2,6,4,4,4,4,5,4,"84","43","74","1","5","","Female Scientists"
"530","6/27/2014 9:26","6/27/2014 9:45","1","","Male","1","1","","1","1",5,5,3,5,6,4,5,5,4,1,5,5,6,5,6,3,4,2,"65","55","95","1","5","","Male Scientists"
"531","6/27/2014 9:41","6/27/2014 9:46","1","","Female","1","1","","1","1",4,6,5,6,6,6,6,6,6,6,6,7,6,2,4,5,2,4,"65","41","73","1","4","","Female Scientists"
"532","6/27/2014 9:40","6/27/2014 9:46","1","","Male","1","1","","1","1",4,2,3,4,3,5,3,4,5,2,6,4,6,6,6,3,5,6,"185","61","88","1","4","","Male Scientists"
"533","6/27/2014 9:36","6/27/2014 9:46","1","","Female","1","1","","1","1",5,6,2,5,4,6,5,5,6,2,2,4,4,4,4,4,5,3,"137","61","93","1","4","","Female Scientists"
"534","6/27/2014 9:46","6/27/2014 9:49","1","","Male","1","1","","1","1",5,6,5,6,7,6,5,6,6,3,3,5,6,6,6,6,5,2,"60","62","93","1","5","","Male Scientists"
"535","6/27/2014 9:42","6/27/2014 9:50","1","","Female","1","1","","1","1",3,4,1,4,4,4,4,4,3,5,5,4,3,4,4,4,2,1,"65","48","76","1","4","","Female Scientists"
"536","6/27/2014 9:45","6/27/2014 9:50","1","","Female","1","1","","1","1",5,5,2,4,6,6,4,5,2,6,6,6,5,6,6,5,6,2,"122","53","83","2","5","","Female Scientists"
"537","6/27/2014 9:42","6/27/2014 9:51","1","","Male","1","1","","1","1",4,5,4,4,4,5,4,5,5,5,6,3,4,2,4,4,2,7,"78","41","69","2","4","","Male Scientists"
"538","6/27/2014 9:47","6/27/2014 9:51","1","","Male","1","1","","1","1",5,3,4,4,4,4,4,4,4,2,4,4,4,3,3,3,4,2,"65","58","93","1","4","","Male Scientists"
"539","6/27/2014 9:47","6/27/2014 9:53","1","","Female","1","1","","1","1",1,1,1,4,2,1,1,4,1,1,1,4,4,1,1,1,1,1,"185","50","81","1","4","","Female Scientists"
"540","6/27/2014 9:48","6/27/2014 9:53","1","","Female","1","1","","1","1",4,4,1,3,4,5,4,4,4,7,2,4,4,2,4,2,1,2,"65","55","85","2","4","","Female Scientists"
"541","6/27/2014 9:50","6/27/2014 9:57","1","","Female","1","1","","1","1",7,7,6,6,7,7,7,6,6,7,4,6,7,7,7,7,4,4,"61","36","60","1","4","","Female Scientists"
"543","6/27/2014 9:55","6/27/2014 9:58","1","","Female","1","1","","1","1",4,6,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,1,"187","56","83","1","4","","Female Scientists"
"544","6/27/2014 9:42","6/27/2014 9:59","1","","Female","1","1","","1","1",7,5,5,7,5,7,5,5,6,5,7,5,6,6,4,4,4,4,"61","63","92","1","5","","Female Scientists"
"545","6/27/2014 9:54","6/27/2014 9:59","1","","Male","1","1","","1","1",2,3,5,5,5,3,6,5,3,3,4,4,6,2,6,3,5,2,"122","42","75","1","4","","Male Scientists"
"547","6/27/2014 9:56","6/27/2014 10:02","1","","Male","1","1","","1","1",6,6,2,7,6,6,6,6,6,1,2,2,6,6,2,3,5,2,"156","51","79","1","4","","Male Scientists"
"548","6/27/2014 9:58","6/27/2014 10:02","1","","Male","1","1","","1","1",3,3,3,5,6,6,4,4,6,4,4,4,3,3,3,3,5,2,"163","48","71","1","4","","Male Scientists"
"549","6/27/2014 9:58","6/27/2014 10:03","1","","Male","1","1","","1","1",2,4,5,6,7,6,3,6,6,2,5,6,5,6,6,4,5,2,"183","63","92","1","4","","Male Scientists"
"550","6/27/2014 9:57","6/27/2014 10:03","1","","Female","1","1","","1","1",4,4,2,6,4,4,5,4,6,1,2,4,4,4,4,4,5,3,"80","65","93","1","4","","Female Scientists"
"551","6/27/2014 10:01","6/27/2014 10:06","1","","Male","1","1","","1","1",6,6,5,4,6,4,6,7,6,5,2,3,6,6,5,6,5,3,"31","40","75","1","4","","Male Scientists"
"552","6/27/2014 9:56","6/27/2014 10:07","1","","Female","1","1","","2","",6,5,4,4,6,6,3,6,2,4,4,4,6,3,3,6,4,3,"17","67","96","1","5","","Female Scientists"
"553","6/27/2014 9:56","6/27/2014 10:10","1","","Female","1","1","","1","1",3,4,3,4,4,3,4,4,4,4,6,6,4,4,4,2,5,2,"36","51","83","1","5","","Female Scientists"
"554","6/27/2014 10:06","6/27/2014 10:11","1","","Male","1","1","","1","1",3,3,2,6,5,6,2,3,5,5,3,5,6,3,6,2,1,1,"138","52","93","2","4","","Male Scientists"
"555","6/27/2014 9:37","6/27/2014 10:11","1","","Female","1","1","","1","1",4,3,4,5,5,6,6,5,5,5,2,6,6,5,3,6,5,3,"","","74","1","4","","Female Scientists"
"556","6/27/2014 10:12","6/27/2014 10:18","1","","Male","1","1","","1","1",6,4,5,5,5,4,4,5,6,6,6,5,5,5,5,5,4,4,"80","62","93","1","4","","Male Scientists"
"557","6/27/2014 9:32","6/27/2014 10:19","1","","Male","1","1","","1","1",4,2,3,7,6,7,4,6,6,1,7,6,6,6,7,6,5,1,"122","65","93","1","4","","Male Scientists"
"558","6/27/2014 10:15","6/27/2014 10:19","1","","Female","1","1","","1","1",1,1,1,3,3,4,1,4,1,2,2,4,1,1,1,5,4,1,"104","50","80","1","4","","Female Scientists"
"561","6/27/2014 10:17","6/27/2014 10:22","1","","Male","1","1","","1","1",7,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,6,NA,6,NA,3,NA,NA,"163","56","89","1","4","","Male Scientists"
"562","6/27/2014 10:10","6/27/2014 10:23","1","","Female","1","1","","1","1",3,4,5,6,5,6,3,4,5,2,4,4,4,4,4,3,2,2,"84","45","75","1","4","","Female Scientists"
"564","6/27/2014 10:22","6/27/2014 10:25","1","","Female","1","1","","1","1",5,4,6,6,5,6,5,5,6,4,5,4,5,5,4,5,5,3,"75","62","88","2","5","","Female Scientists"
"565","6/27/2014 10:21","6/27/2014 10:26","1","","Male","1","1","","1","1",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"185","65","93","2","5","","Male Scientists"
"566","6/27/2014 10:27","6/27/2014 10:31","1","","Female","1","1","","1","1",3,4,3,4,2,2,2,5,5,7,1,1,4,1,1,3,2,1,"185","49","79","1","4","","Female Scientists"
"568","6/27/2014 10:28","6/27/2014 10:33","1","","Female","1","1","","1","1",6,6,3,6,6,6,6,6,6,5,3,6,6,4,4,3,4,2,"185","62","92","1","5","","Female Scientists"
"571","6/27/2014 10:41","6/27/2014 10:46","1","","Male","1","1","","1","1",4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,"61","41","70","1","4","","Male Scientists"
"572","6/27/2014 10:13","6/27/2014 10:46","1","","Male","1","1","","1","1",6,6,4,6,6,7,6,6,5,4,4,4,7,7,7,6,6,6,"36","35","76","1","4","","Male Scientists"
"573","6/27/2014 10:44","6/27/2014 10:49","1","","Male","1","1","","1","1",2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,2,2,2,"138","47","86","2","4","","Male Scientists"
"574","6/27/2014 10:41","6/27/2014 10:50","1","","Female","1","1","","1","1",7,7,4,6,6,7,6,7,7,6,5,4,7,7,7,7,4,5,"67","33","66","2","4","","Female Scientists"
"575","6/27/2014 10:47","6/27/2014 10:52","1","","Female","1","1","","1","1",4,5,3,6,5,5,4,5,5,3,3,4,6,4,4,5,3,2,"185","58","89","2","4","","Female Scientists"
"576","6/27/2014 10:45","6/27/2014 10:56","1","","Male","1","1","","1","1",4,6,4,6,6,6,5,6,6,5,6,5,5,5,5,5,4,1,"45","33","66","1","5","","Male Scientists"
"577","6/27/2014 10:56","6/27/2014 11:00","1","","Female","1","1","","1","1",6,6,4,6,6,6,5,6,5,6,6,6,5,6,6,5,3,3,"65","44","74","1","4","","Female Scientists"
"578","6/27/2014 10:20","6/27/2014 11:00","1","","Male","1","1","","1","1",6,6,6,6,6,6,3,6,6,3,5,5,6,6,6,3,6,6,"36","40","79","1","4","","Male Scientists"
"579","6/27/2014 10:55","6/27/2014 11:01","1","","Male","1","1","","1","1",6,5,4,6,5,6,6,5,5,3,3,5,6,7,7,4,6,3,"36","58","86","1","4","","Male Scientists"
"580","6/27/2014 10:53","6/27/2014 11:05","1","","Female","1","1","","1","1",6,6,5,6,6,6,6,6,6,5,5,6,6,6,6,6,5,5,"122","60","89","1","5","","Female Scientists"
"581","6/27/2014 11:02","6/27/2014 11:06","1","","Male","1","1","","1","1",5,5,3,6,5,6,3,3,3,2,1,4,6,6,6,6,5,3,"168","56","94","1","5","","Male Scientists"
"582","6/27/2014 10:48","6/27/2014 11:06","1","","Male","1","1","","1","1",6,6,6,5,6,6,6,6,5,6,6,5,5,6,6,6,6,5,"143","43","77","1","4","","Male Scientists"
"583","6/27/2014 11:00","6/27/2014 11:06","1","","Male","1","1","","1","1",3,3,3,6,3,4,3,3,4,6,6,5,6,5,5,5,3,2,"61","61","90","1","4","","Male Scientists"
"584","6/27/2014 11:01","6/27/2014 11:07","1","","Female","1","1","","1","1",6,7,3,7,7,7,7,6,7,5,7,6,7,7,7,7,7,4,"83","39","84","2","4","","Female Scientists"
"585","6/27/2014 10:39","6/27/2014 11:08","1","","Female","1","1","","1","1",6,5,4,4,2,6,5,2,6,2,2,5,5,2,4,6,4,2,"143","11","44","1","4","","Female Scientists"
"586","6/27/2014 11:07","6/27/2014 11:11","1","","Female","1","1","","1","1",4,4,4,3,6,6,4,4,3,1,5,4,4,4,3,4,4,3,"163","49","79","1","4","","Female Scientists"
"588","6/27/2014 11:10","6/27/2014 11:14","1","","Male","1","1","","1","1",2,2,2,2,5,3,5,3,3,2,5,4,3,2,2,3,2,2,"83","28","57","1","4","","Male Scientists"
"590","6/27/2014 11:15","6/27/2014 11:21","1","","Male","1","1","","1","1",5,5,5,4,5,5,4,5,5,2,3,4,5,6,5,4,5,2,"45","60","88","1","4","","Male Scientists"
"591","6/27/2014 11:17","6/27/2014 11:27","1","","Female","1","1","","1","1",6,6,6,5,7,6,6,6,4,5,2,3,6,5,5,6,4,4,"80","52","84","1","4","","Female Scientists"
"592","6/27/2014 11:22","6/27/2014 11:27","1","","Male","1","1","","1","1",5,4,2,4,5,5,6,5,4,3,4,4,4,4,5,5,5,2,"143","33","67","1","4","","Male Scientists"
"593","6/27/2014 11:22","6/27/2014 11:29","1","","Male","1","1","","1","1",5,2,2,5,5,3,2,5,5,2,5,5,5,6,6,3,3,2,"122","60","89","1","5","","Male Scientists"
"594","6/27/2014 11:24","6/27/2014 11:30","1","","Female","1","1","","1","1",5,6,3,6,5,5,5,6,6,4,2,4,6,7,4,6,7,5,"84","51","84","2","4","","Female Scientists"
"595","6/27/2014 11:32","6/27/2014 11:47","1","","Female","1","1","","1","1",2,2,2,4,2,3,3,2,2,1,2,1,2,2,2,2,2,2,"168","56","89","2","5","","Female Scientists"
"596","6/27/2014 10:42","6/27/2014 11:49","1","","Female","1","1","","1","1",2,3,1,3,2,5,6,5,6,1,3,3,5,5,2,5,5,1,"36","47","80","1","4","","Female Scientists"
"597","6/27/2014 9:55","6/27/2014 11:51","1","","Male","1","1","","1","1",4,5,3,6,5,6,4,1,6,5,5,5,4,2,2,2,4,2,"65","38","65","1","4","","Male Scientists"
"598","6/27/2014 11:44","6/27/2014 11:53","1","","Female","1","1","","1","1",6,6,2,4,6,6,3,6,3,6,7,5,6,6,3,4,4,1,"36","56","88","1","4","","Female Scientists"
"599","6/27/2014 11:39","6/27/2014 11:54","1","","Male","1","1","","1","2",3,5,3,4,6,6,6,4,7,5,5,4,5,4,6,5,6,5,"45","24","51","1","4","","Male Scientists"
"600","6/27/2014 11:26","6/27/2014 11:57","1","","Male","1","1","","1","1",5,5,6,6,6,6,6,5,5,5,5,5,7,6,6,5,5,2,"87","50","86","2","4","","Male Scientists"
"601","6/27/2014 11:42","6/27/2014 11:59","1","","Male","1","1","","1","1",6,6,1,7,6,7,6,6,1,6,6,6,2,7,6,6,6,1,"78","47","76","1","4","","Male Scientists"
"602","6/27/2014 11:50","6/27/2014 11:59","1","","Female","1","1","","1","1",4,4,4,4,4,4,4,4,4,2,1,4,4,4,4,4,6,5,"187","47","75","2","4","","Female Scientists"
"603","6/27/2014 12:00","6/27/2014 12:03","1","","Male","1","1","","2","",4,5,4,6,6,6,3,5,5,7,7,6,6,5,7,4,3,1,"9","60","96","2","5","","Male Scientists"
"604","6/27/2014 12:00","6/27/2014 12:08","1","","Male","1","1","","1","1",6,6,3,6,6,6,6,7,7,5,6,5,7,6,7,7,6,3,"9","24","58","1","4","","Male Scientists"
"605","6/27/2014 12:09","6/27/2014 12:15","1","","Female","1","1","","1","1",6,4,2,6,4,6,2,6,6,4,2,5,7,3,1,3,2,1,"122","54","94","1","5","","Female Scientists"
"606","6/27/2014 12:10","6/27/2014 12:16","1","","Female","1","1","","1","1",6,4,3,6,5,5,4,4,6,2,5,4,4,3,4,4,6,2,"188","50","78","1","4","","Female Scientists"
"607","6/27/2014 12:11","6/27/2014 12:17","1","","Male","1","1","","1","1",5,5,3,4,5,4,6,5,6,3,4,4,6,4,4,5,3,3,"163","57","88","1","4","","Male Scientists"
"608","6/27/2014 12:08","6/27/2014 12:19","1","","Male","1","1","","1","1",7,7,7,7,7,7,1,7,6,7,4,7,7,7,7,7,1,1,"86","61","93","1","4","","Male Scientists"
"609","6/27/2014 12:09","6/27/2014 12:19","1","","Male","1","1","","1","1",6,4,7,4,7,7,6,6,6,7,5,4,6,5,2,3,2,2,"130","65","94","1","5","","Male Scientists"
"610","6/27/2014 12:19","6/27/2014 12:23","1","","Female","1","1","","1","1",3,4,4,4,6,3,3,4,5,4,4,2,3,2,3,4,4,3,"36","53","92","1","4","","Female Scientists"
"611","6/27/2014 12:23","6/27/2014 12:29","1","","Male","1","1","","1","1",5,3,5,6,6,5,5,6,6,3,5,6,6,5,5,5,5,2,"60","57","87","1","5","","Male Scientists"
"612","6/27/2014 12:25","6/27/2014 12:33","1","","Male","1","1","","1","1",4,3,3,2,6,5,6,4,5,5,4,2,6,4,5,4,3,4,"3","55","94","1","4","","Male Scientists"
"613","6/27/2014 12:30","6/27/2014 12:38","1","","Female","1","1","","1","2",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"168","27","58","1","4","","Female Scientists"
"617","6/27/2014 12:33","6/27/2014 12:42","1","","Male","1","1","","1","6",3,3,2,4,3,6,3,6,4,1,2,2,3,3,4,1,2,1,"61","56","91","1","5","","Male Scientists"
"618","6/27/2014 12:39","6/27/2014 12:43","1","","Male","1","1","","1","1",6,6,6,7,7,6,6,6,7,6,6,6,6,6,6,3,5,3,"187","60","86","1","5","","Male Scientists"
"619","6/27/2014 12:38","6/27/2014 12:44","1","","Female","1","1","","1","1",4,4,1,6,5,3,5,2,7,6,6,4,5,4,2,4,4,3,"137","67","94","2","5","","Female Scientists"
"620","6/27/2014 12:48","6/27/2014 12:54","1","","Female","1","1","","1","1",6,4,4,6,6,6,4,6,6,4,4,4,6,6,6,6,4,6,"187","61","92","1","5","","Female Scientists"
"621","6/27/2014 9:53","6/27/2014 13:03","1","","Female","1","1","","1","1",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"61","34","61","1","4","","Female Scientists"
"622","6/27/2014 12:54","6/27/2014 13:04","1","","Male","1","1","","2","",4,5,4,4,4,5,3,4,5,5,3,4,5,4,6,2,6,2,"60","38","96","1","5","","Male Scientists"
"623","6/27/2014 13:02","6/27/2014 13:06","1","","Male","1","1","","1","1",6,6,6,4,4,2,3,4,6,4,2,5,6,6,3,5,6,3,"185","47","47","1","4","","Male Scientists"
"624","6/27/2014 13:07","6/27/2014 13:10","1","","Female","1","1","","1","1",6,5,6,6,6,6,5,6,6,6,6,6,6,6,6,6,4,2,"187","25","51","1","4","","Female Scientists"
