V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Screening,Condition,Intro,Consent,Reason_NC,Check_PhD,CheckGroup,Intro_FS,Q1_FS_Ob,Q2_FS_Ob,Q3_FS_Ob,Q4_FS_Ra,Q5_FS_Ra,Q6_FS_Ra,Q7_FS_Op,Q8_FS_Op,Q9_FS_Op,Q10_FS_IQ,Q11_FS_IQ,Q12_FS_IQ,Q13_FS_In,Q14_FS_In,Q15_FS_In,Q16_FS_Co,Q17_FS_Co,Q18_FS_Co,Intro_MS,Q1_MS_Ob,Q2_MS_Ob,Q3_MS_Ob,Q4_MS_Ra,Q5_MS_Ra,Q6_MS_Ra,Q7_MS_Op,Q8_MS_Op,Q9_MS_Op,Q10_MS_IQ,Q11_MS_IQ,Q12_MS_IQ,Q13_MS_In,Q14_MS_In,Q15_MS_In,Q16_MS_Co,Q17_MS_Co,Q18_MS_Co,Intro_dem,Dem_countr,Dem_y_born,Dem_ac_age,Dem_gender,Dem_tenure,Feedback,LocationLatitude,LocationLongitude,LocationAccuracy
R_51klkK0sA9C8NuJ,Default Response Set,,,,,0,7/1/2014 9:01,7/1/2014 9:05,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,4,6,5,6,5,6,2,3,2,1,5,6,4,4,4,3,1,1,122,62,92,2,4,,,,
R_5581MYj7LmzaOgJ,Default Response Set,,,,,0,7/1/2014 11:44,7/1/2014 11:52,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,3,2,4,4,7,6,3,5,4,6,6,6,4,4,4,6,4,2,1,45,55,84,1,5,,,,
R_e9bfOwnPUlKCuxL,Default Response Set,,,,,0,7/1/2014 13:20,7/1/2014 13:23,1,,Female,1,1,,1,1,1,3,6,5,5,4,2,5,4,3,1,2,6,6,4,4,1,2,2,,,,,,,,,,,,,,,,,,,,1,17,41,68,1,4,,,,
R_6gGLRDZVlyE6vVr,Default Response Set,,,,,0,7/1/2014 13:26,7/1/2014 13:31,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,3,4,4,6,6,5,5,5,3,4,4,6,5,4,4,4,3,1,65,53,87,1,5,,,,
R_bpSZbfQqZXkNOAt,Default Response Set,,,,,0,7/1/2014 14:10,7/1/2014 14:14,1,,Female,1,1,,1,1,1,4,4,4,4,4,5,2,4,4,5,5,4,4,4,4,4,5,4,,,,,,,,,,,,,,,,,,,,1,84,51,81,1,4,,,,
R_8jCr78tWlAshtZ3,Default Response Set,,,,,0,7/1/2014 16:05,7/1/2014 16:11,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,4,1,4,4,4,4,4,4,4,7,1,4,4,4,1,4,1,1,179,38,71,2,4,,,,
R_bgflU11nabl0jNr,Default Response Set,,,,,0,7/1/2014 16:08,7/1/2014 16:26,1,,Female,1,1,,1,1,1,5,5,4,6,6,6,5,4,6,3,5,6,5,7,6,5,5,5,,,,,,,,,,,,,,,,,,,,1,168,49,94,2,4,,,,
R_4Z5WqVGLZVBgYsd,Default Response Set,,,,,0,6/27/2014 16:03,7/1/2014 16:43,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,4,4,6,5,6,3,5,5,5,5,4,4,2,3,2,4,2,1,185,35,63,2,4,,,,
R_b3BjjPOsXXy6L0F,Default Response Set,,,,,0,7/1/2014 21:48,7/1/2014 21:51,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,2,2,2,5,3,2,2,6,2,5,2,4,2,2,2,2,2,2,1,187,32,59,1,4,,,,
R_0DFnvHnElBX0BX7,Default Response Set,,,,,0,7/2/2014 6:24,7/2/2014 6:30,1,,Female,1,1,,1,1,1,4,4,2,5,5,5,5,5,5,6,4,3,5,4,4,4,5,4,,,,,,,,,,,,,,,,,,,,1,78,55,90,1,4,,,,
R_3EFO21EQZUrfkPj,Default Response Set,,,,,0,7/2/2014 11:37,7/2/2014 11:45,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,5,3,3,5,6,6,6,5,6,6,2,7,2,2,2,5,2,1,78,57,87,1,4,,,,
R_abZ2NOqSw0EKkMR,Default Response Set,,,,,0,6/25/2014 11:54,6/25/2014 11:58,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5q1pXOfhuZiGqLX,Default Response Set,,,,,0,6/25/2014 15:52,6/25/2014 15:54,0,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cA4uce3EC9GbjKt,Default Response Set,,,,,0,7/2/2014 23:01,7/2/2014 23:05,1,,Female,1,1,,1,1,1,4,4,5,2,4,4,4,4,4,4,2,2,2,2,4,4,5,4,,,,,,,,,,,,,,,,,,,,1,137,37,73,1,4,,,,
R_1FVY5ZDXCLQMDQx,Default Response Set,,,,,0,7/3/2014 21:15,7/3/2014 21:20,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,2,3,3,5,4,5,3,3,2,2,1,4,5,3,4,2,4,2,1,84,55,82,1,4,,,,
R_5tKB0pyQ4484dO5,Default Response Set,,,,,0,6/27/2014 9:27,6/27/2014 9:30,0,,Male,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_ezE6HdHDmxjCw3r,Default Response Set,,,,,0,6/27/2014 9:37,6/27/2014 9:39,0,,Male,1,1,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_b1m4x36zbi3mKcl,Default Response Set,,,,,0,6/27/2014 9:41,6/27/2014 9:43,0,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_ebTHSw8lNfWaCH3,Default Response Set,,,,,0,6/27/2014 9:58,6/27/2014 10:00,0,,Female,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_24R7kEZ5uo0L2DP,Default Response Set,,,,,0,6/27/2014 9:55,6/27/2014 10:02,0,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,6,3,4,5,5,6,5,6,4,3,2,4,2,5,4,5,1,,,,,,,,,,
R_7PM0dGqyvKDBqzb,Default Response Set,,,,,0,6/27/2014 10:15,6/27/2014 10:16,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7PRWNG7BymHFTE1,Default Response Set,,,,,0,6/27/2014 9:46,6/27/2014 10:40,0,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_dnXrZebquIqgKqh,Default Response Set,,,,,0,6/27/2014 10:37,6/27/2014 10:40,0,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1ZYBqjH0xnLIufH,Default Response Set,,,,,0,6/27/2014 10:46,6/27/2014 10:49,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_bNohDpdEdPZh2Fn,Default Response Set,,,,,0,6/27/2014 10:51,6/27/2014 10:53,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_b72B59lpcCA3ekZ,Default Response Set,,,,,0,7/4/2014 6:30,7/4/2014 11:04,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0eMqn8JfHi2rfrD,Default Response Set,,,,,0,6/27/2014 11:16,6/27/2014 11:19,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_bO4KegGcC17tUCV,Default Response Set,,,,,0,6/27/2014 11:31,6/27/2014 11:33,0,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_do3RHCRDjrAfhlP,Default Response Set,,,,,0,6/27/2014 11:40,6/27/2014 11:42,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_87UvUGpvTdIkFs9,Default Response Set,,,,,0,6/27/2014 12:03,6/27/2014 12:09,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_87kTFzA1a3xVnox,Default Response Set,,,,,0,6/27/2014 12:12,6/27/2014 12:16,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_d1lzzemFH8QEcEl,Default Response Set,,,,,0,7/4/2014 12:14,7/4/2014 12:19,1,,Female,1,1,,1,1,1,3,3,3,6,6,6,5,3,3,2,3,5,5,3,3,3,2,2,,,,,,,,,,,,,,,,,,,,1,60,53,88,1,4,,,,
R_cZ7RzEuwRGnKgoB,Default Response Set,,,,,0,6/27/2014 12:48,6/27/2014 13:09,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_aeFxxrFtOet5Bbf,Default Response Set,,,,,0,6/27/2014 13:40,6/27/2014 13:41,0,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3P3JoZqntvHtdGJ,Default Response Set,,,,,0,6/27/2014 13:57,6/27/2014 14:00,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_20hfJf1UYlpXDiB,Default Response Set,,,,,0,6/27/2014 14:09,6/27/2014 14:10,0,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0wY8BwSggwXsMzH,Default Response Set,,,,,0,6/27/2014 14:36,6/27/2014 14:37,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6lOvxzumTAQsVE1,Default Response Set,,,,,0,6/27/2014 15:16,6/27/2014 15:18,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_a5HQ8jmb8mPJ92d,Default Response Set,,,,,0,6/27/2014 15:45,6/27/2014 15:56,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3K65GuxauVh4eYB,Default Response Set,,,,,0,6/27/2014 16:01,6/27/2014 16:04,0,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_ezi46U9FTNjONjn,Default Response Set,,,,,0,6/27/2014 16:32,6/27/2014 16:37,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2bGqbWLnbbz839H,Default Response Set,,,,,0,6/27/2014 16:57,6/27/2014 17:00,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0U3irttrdlHMxKZ,Default Response Set,,,,,0,6/27/2014 19:29,6/27/2014 19:31,0,,Female,1,1,,1,1,1,2,2,2,,,4,2,,5,,,4,,,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1IdI0k4DjZ1Robz,Default Response Set,,,,,0,6/27/2014 19:30,6/27/2014 19:32,0,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,3,,,,3,,,,4,3,,3,,,,,,,,,,,,
R_d0D5TLxEO7OWx37,Default Response Set,,,,,0,6/27/2014 22:11,6/27/2014 22:14,0,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9Y32cAf0CvlnByJ,Default Response Set,,,,,0,6/27/2014 22:39,6/27/2014 22:45,0,,Female,1,1,,1,1,1,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_babHc4hVUE2CS3P,Default Response Set,,,,,0,6/27/2014 22:51,6/27/2014 22:57,0,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_eFnIAjesZzfMieV,Default Response Set,,,,,0,6/27/2014 22:07,6/28/2014 0:09,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_bpzvz7HXOuIL6U5,Default Response Set,,,,,0,6/28/2014 2:07,6/28/2014 2:10,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_24cTSAFpDvKJfFP,Default Response Set,,,,,0,6/28/2014 11:38,6/28/2014 11:40,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_eal9kgyTYgSbON7,Default Response Set,,,,,0,6/28/2014 13:59,6/28/2014 14:01,0,,Female,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1yP8L9U5sHoXvNj,Default Response Set,,,,,0,6/29/2014 14:45,6/29/2014 14:48,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_41OsmvRUxYu7oyN,Default Response Set,,,,,0,6/30/2014 7:38,6/30/2014 7:39,0,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_d7i4rHekTXdON7v,Default Response Set,,,,,0,6/30/2014 8:53,6/30/2014 8:55,0,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,
R_6xJI8loeTgyX6S1,Default Response Set,,,,,0,6/30/2014 9:51,6/30/2014 9:55,0,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6J1NKLv1qxugijj,Default Response Set,,,,,0,6/30/2014 12:00,6/30/2014 12:02,0,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9BkTg91KOFvDTy5,Default Response Set,,,,,0,6/30/2014 12:24,6/30/2014 12:28,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_abEbT9Y4p5p0NOB,Default Response Set,,,,,0,7/7/2014 15:19,7/7/2014 15:23,1,,Male,1,1,,2,,,,,,,,,,,,,,,,,,,,,1,6,6,6,6,6,6,6,6,7,2,2,4,6,7,7,6,7,5,1,65,65,95,1,4,,,,
R_cXUKZsANp3Y4Oe9,Default Response Set,,,,,0,6/30/2014 16:37,6/30/2014 16:43,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_aV6nFt9gOw1imwt,Default Response Set,,,,,0,6/30/2014 19:57,6/30/2014 19:59,0,,Female,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_exG2QkwHShRBZOt,Default Response Set,,,,,0,7/8/2014 14:55,7/8/2014 15:03,1,,Male,1,1,,1,6,,,,,,,,,,,,,,,,,,,,1,5,3,2,4,6,6,4,3,6,2,2,2,6,6,3,5,2,2,1,61,56,90,1,5,,,,
R_8cfc0rUMHqnSCTb,Default Response Set,,,,,0,7/1/2014 16:14,7/1/2014 16:19,0,,Female,1,1,,1,1,1,,,2,,,,4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_ehwfnbkCFczKlmd,Default Response Set,,,,,0,7/8/2014 19:16,7/8/2014 19:21,1,,Female,1,1,,1,6,1,2,5,3,5,3,3,6,5,2,4,6,4,6,5,4,1,4,2,,,,,,,,,,,,,,,,,,,,1,161,66,92,1,5,,,,
R_8caOQR1Qnjpcv0F,Default Response Set,,,,,0,7/1/2014 20:39,7/1/2014 20:57,0,,Female,1,1,,1,1,1,6,5,3,5,7,7,7,6,6,2,3,5,6,6,6,7,6,1,,,,,,,,,,,,,,,,,,,,1,187,62,88,2,5,,,,
R_6LtFr33j905Gl4F,Default Response Set,,,,,0,7/1/2014 21:58,7/1/2014 22:01,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_d6ZiqJ4KDBj6dAF,Default Response Set,,,,,0,7/1/2014 22:22,7/1/2014 22:24,0,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_781P8T8Soo7Lok5,Default Response Set,,,,,0,7/2/2014 0:34,7/2/2014 0:34,0,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_4ZVVeCmnhItPMNv,Default Response Set,,,,,0,7/9/2014 12:24,7/9/2014 13:40,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,6,3,5,5,5,5,5,5,3,3,5,5,5,5,6,3,3,1,138,51,79,1,4,,,,
R_cMC6Ximobpf4Vwx,Default Response Set,,,,,0,6/27/2014 16:20,7/2/2014 19:36,0,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_8cRJ23V9O6xsItf,Default Response Set,,,,,0,7/3/2014 17:20,7/3/2014 17:23,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0NTrLLm6KpIMju5,Default Response Set,,,,,0,7/11/2014 17:08,7/11/2014 17:12,1,,Female,1,1,,1,1,1,4,4,4,4,4,5,4,4,4,1,4,4,4,4,1,4,2,1,,,,,,,,,,,,,,,,,,,,1,84,30,54,1,4,,,,
R_2bp2xI7fJJadZNb,Default Response Set,,,,,0,7/11/2014 18:34,7/11/2014 18:39,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,4,5,5,5,4,4,5,5,5,2,4,4,4,3,4,4,1,1,61,63,89,2,4,,,,
R_5p9rQUiUgAJbAnr,Default Response Set,,,,,0,7/8/2014 10:48,7/8/2014 10:48,0,,Female,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0pMO3TMtH50eveB,Default Response Set,,,,,0,7/18/2014 22:15,7/18/2014 22:20,1,,Female,1,1,,1,1,1,4,4,5,6,4,6,6,4,6,4,6,7,6,6,7,6,7,6,,,,,,,,,,,,,,,,,,,,1,,,,1,4,,,,
R_3a925cQCg1auqtT,Default Response Set,,,,,0,7/13/2014 22:41,7/13/2014 22:46,0,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
R_7PWeHsNVAYWzX37,Default Response Set,,,,,0,7/22/2014 9:07,7/22/2014 10:08,1,,Male,1,1,,2,,,,,,,,,,,,,,,,,,,,,1,4,4,3,4,2,2,4,4,2,4,2,5,3,6,4,4,4,3,1,86,68,96,1,5,,,,
R_6WIzyDojzcfFZVb,Default Response Set,,,,,0,7/17/2014 0:05,7/17/2014 0:08,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6PuSaHJZAUX2RSJ,Default Response Set,,,,,0,7/27/2014 22:44,7/27/2014 22:47,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,5,4,4,4,5,3,4,2,2,2,4,4,4,4,3,5,2,1,84,57,88,1,4,,,,
R_eLKCuVN0FnFj4fH,Default Response Set,,,,,0,7/29/2014 10:53,7/29/2014 11:00,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,4,5,5,5,4,4,5,4,5,5,5,4,4,4,4,3,3,1,128,57,93,2,5,,,,
R_bsxVZk6jpIHt1Od,Default Response Set,,,,,0,7/25/2014 7:16,7/25/2014 7:18,0,,Female,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6StkaDfHwVbYlYF,Default Response Set,,,,,0,7/28/2014 10:25,7/28/2014 11:41,0,,Female,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6JqIEaIANSDH3aB,Default Response Set,,,,,0,8/3/2014 11:45,8/3/2014 11:46,0,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9te5SYMLrU2nYj3,Default Response Set,,,,,0,8/14/2014 12:21,8/14/2014 12:22,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_ezcmzgHygsfCAyV,Default Response Set,,,,,0,10/30/2014 20:05,10/30/2014 20:07,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,6,6,6,6,5,6,6,6,6,3,6,6,6,6,7,5,6,3,1,187,52,80,1,5,,,,
R_0oBzDCExWnsUMmh,Default Response Set,,,,,0,10/30/2014 20:06,10/30/2014 20:10,1,,Female,1,1,,2,,1,5,6,4,4,6,7,5,5,4,4,4,4,5,6,4,6,4,3,,,,,,,,,,,,,,,,,,,,1,17,69,96,2,4,,,,
R_6DSJ4iJLDalxjb7,Default Response Set,,,,,0,10/30/2014 20:07,10/30/2014 20:10,1,,Female,1,1,,1,1,1,2,2,1,4,2,4,6,4,5,2,1,4,2,2,2,2,6,1,,,,,,,,,,,,,,,,,,,,1,187,48,81,2,4,,,,
R_8HsIadkKpZECc0B,Default Response Set,,,,,0,10/30/2014 20:08,10/30/2014 20:12,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,6,5,5,6,6,5,5,6,4,4,3,6,4,3,4,7,4,1,84,59,88,1,4,,,,
R_82mf3fC2wuih2Pb,Default Response Set,,,,,0,10/30/2014 20:08,10/30/2014 20:12,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,4,4,5,6,6,6,6,6,5,5,4,4,5,5,5,5,2,1,84,56,84,1,4,,,,
R_bOOQuxUJeb8dZiZ,Default Response Set,,,,,0,10/30/2014 20:08,10/30/2014 20:12,1,,Female,1,1,,1,1,1,7,7,4,4,7,7,4,4,4,4,5,4,4,4,4,4,5,4,,,,,,,,,,,,,,,,,,,,1,187,62,93,2,5,,,,
R_esQlFqTDpdosgOF,Default Response Set,,,,,0,10/30/2014 20:10,10/30/2014 20:12,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,5,3,5,6,6,6,6,6,5,6,5,6,5,6,4,4,2,1,187,46,95,1,5,,,,
R_08PtGGZ1leKvNaJ,Default Response Set,,,,,0,10/30/2014 20:11,10/30/2014 20:14,1,,Female,1,1,,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,1,187,48,95,1,5,,,,
R_0dFNFq1M6KJo0XH,Default Response Set,,,,,0,10/30/2014 20:13,10/30/2014 20:15,1,,Female,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,187,62,90,1,5,,,,
R_cx9E4sQVY3A97kV,Default Response Set,,,,,0,10/30/2014 20:15,10/30/2014 20:16,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3xBY8xoF3ivwTHf,Default Response Set,,,,,0,10/30/2014 20:12,10/30/2014 20:16,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,3,3,4,5,4,5,3,3,5,5,5,5,5,4,6,3,4,4,1,187,53,90,1,5,,,,
R_798HYkTsY7JNpXL,Default Response Set,,,,,0,10/30/2014 20:14,10/30/2014 20:16,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,4,4,4,5,4,5,4,5,5,5,4,4,4,4,2,2,3,1,187,66,93,1,4,,,,
R_6Pt35EYSHsSivrL,Default Response Set,,,,,0,10/30/2014 20:11,10/30/2014 20:17,1,,Female,1,1,,2,,1,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,1,187,66,99,1,5,,,,
R_dpsjzHWUo9mTtyd,Default Response Set,,,,,0,10/30/2014 20:08,10/30/2014 20:17,1,,Female,1,1,,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,,,,,,,,,,,,,,,,,,,,1,138,39,78,1,4,,,,
R_agxuIlndfezXctT,Default Response Set,,,,,0,10/30/2014 20:15,10/30/2014 20:17,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,3,3,3,4,3,3,2,2,3,4,3,4,4,4,4,3,2,1,1,187,60,87,2,4,,,,
R_bwvWyYhE5ypHwDr,Default Response Set,,,,,0,10/30/2014 20:16,10/30/2014 20:18,1,,Female,1,1,,1,1,1,6,6,5,6,6,6,6,6,6,4,6,6,6,6,6,6,5,6,,,,,,,,,,,,,,,,,,,,1,187,56,82,1,4,,,,
R_9Yb2PJwJ6PJAXt3,Default Response Set,,,,,0,10/30/2014 20:18,10/30/2014 20:19,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5cJksDhcwCO0rit,Default Response Set,,,,,0,10/30/2014 20:15,10/30/2014 20:19,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,5,6,6,7,6,6,6,6,5,6,5,6,7,6,5,6,6,6,1,84,53,81,1,4,,,,
R_daTcCp1u7V0weTr,Default Response Set,,,,,0,10/30/2014 20:17,10/30/2014 20:19,1,,Male,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,1,187,62,91,2,4,,,,
R_eRNl1svGXwDB5BP,Default Response Set,,,,,0,10/30/2014 20:15,10/30/2014 20:19,1,,Female,1,1,,1,1,1,7,7,6,7,7,7,7,7,7,4,5,5,7,7,7,6,5,1,,,,,,,,,,,,,,,,,,,,1,187,59,90,1,4,,,,
R_emrXsTk3wGSJjw1,Default Response Set,,,,,0,10/30/2014 20:18,10/30/2014 20:19,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_b91TGc4Eondr9VX,Default Response Set,,,,,0,10/30/2014 20:19,10/30/2014 20:20,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_eDPcJltJPWehMd7,Default Response Set,,,,,0,10/30/2014 20:19,10/30/2014 20:20,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
