V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Screening,Condition,Intro,Consent,Reason_NC,CheckGroup,Check_Sc,Check_PhdS,Intro_ECS,Q1_ECS_Ob,Q2_ECS_Ob,Q3_ECS_Ob,Q4_ECS_Ra,Q5_ECS_Ra,Q6_ECS_Ra,Q7_ECS_Op,Q8_ECS_Op,Q9_ECS_Op,Q10_ECS_IQ,Q11_ECS_IQ,Q12_ECS_IQ,Q13_ECS_In,Q14_ECS_In,Q15_ECS_In,Q16_ECS_Co,Q17_ECS_Co,Q18_ECS_Co,Intro_ES,Q1_ES_Ob,Q2_ES_Ob,Q3_ES_Ob,Q4_ES_Ra,Q5_ES_Ra,Q6_ES_Ra,Q7_ES_Op,Q8_ES_Op,Q9_ES_Op,Q10_ES_IQ,Q11_ES_IQ,Q12_ES_IQ,Q13_ES_In,Q14_ES_In,Q15_ES_In,Q16_ES_Co,Q17_ES_Co,Q18_ES_Co,Intro_PhDs,Q1_PhD_Ob,Q2_PhD_Ob,Q3_PhD_Ob,Q4_PhD_Ra,Q5_PhD_Ra,Q6_PhD_Ra,Q7_PhD_Op,Q8_PhD_Op,Q9_PhD_Op,Q10_PhD_IQ,Q11_PhD_IQ,Q12_PhD_IQ,Q13_PhD_In,Q14_PhD_In,Q15_PhD_In,Q16_PhD_Co,Q17_PhD_Co,Q18_PhD_Co,Intro_dem,Dem_countr,Dem_y_born,Dem_ac_age,Dem_gender,Dem_tenure,Feedback,DO-BR-FL_8,DO-BL-Early-careerscientists,DO-BL-Establishedscientists,DO-BL-PhD_students,LocationLatitude,LocationLongitude,LocationAccuracy
R_0kqBHg0AbWu0UJf,Default Response Set,,,,,0,6/30/2014 8:06,6/30/2014 8:11,0,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_4Hfc5LurHRrLwsl,Default Response Set,,,,,0,6/30/2014 9:23,6/30/2014 9:24,0,,Early,1,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_d70HfcWD4mpFwYB,Default Response Set,,,,,0,6/30/2014 11:17,6/30/2014 11:21,0,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_eWDnva9Lqusv6tf,Default Response Set,,,,,0,6/30/2014 12:52,6/30/2014 12:55,0,,Early,1,1,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3f83rxpABQO2Ljf,Default Response Set,,,,,0,6/30/2014 15:22,6/30/2014 15:25,0,,Early,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5yYOffF1Q6aF7RH,Default Response Set,,,,,0,7/7/2014 15:28,7/7/2014 15:34,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,5,5,5,5,4,6,5,6,4,6,4,7,6,6,4,3,4,1,187,45,79,2,4,,,,,,,,
R_cvGNeVxcslzHmnj,Default Response Set,,,,,0,6/30/2014 16:10,6/30/2014 16:13,0,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1GtaIsdSuIfrpYN,Default Response Set,,,,,0,6/30/2014 20:10,6/30/2014 20:11,0,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0e3oEUPbSTeokrr,Default Response Set,,,,,0,7/1/2014 1:14,7/1/2014 1:19,0,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_bJCsFctLtYYIqSp,Default Response Set,,,,,0,7/8/2014 5:59,7/8/2014 6:04,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,3,3,3,5,7,7,4,3,3,1,1,2,4,4,4,3,3,3,,,,,,,,,,,,,,,,,,,,1,161,49,90,2,4,,,,,,,,
R_8qW9p72aRLxYSnX,Default Response Set,,,,,0,7/1/2014 9:56,7/1/2014 9:59,0,,Early,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_bCnbDw1FbGB0NJX,Default Response Set,,,,,0,7/8/2014 17:36,7/8/2014 17:41,1,,Early,1,1,,1,1,,1,5,6,2,5,5,6,2,6,6,3,4,6,5,5,4,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,187,57,95,2,5,,,,,,,,
R_7UQm3Sw2ELJRxid,Default Response Set,,,,,0,7/4/2014 8:18,7/8/2014 19:10,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,5,6,6,6,6,4,5,6,6,6,5,6,4,4,6,6,1,179,58,91,1,4,,,,,,,,
R_0wWbiHNzjssMGDr,Default Response Set,,,,,0,7/2/2014 7:52,7/2/2014 7:56,0,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6i18XTgDiOHQitn,Default Response Set,,,,,0,7/2/2014 7:59,7/2/2014 8:01,0,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3V33VR1mYVU9Iih,Default Response Set,,,,,0,7/9/2014 15:02,7/9/2014 15:06,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,5,6,3,5,4,4,5,5,5,2,3,4,6,6,6,5,4,5,,,,,,,,,,,,,,,,,,,,1,128,51,85,1,5,,,,,,,,
R_0ok1Kyv1JFLyJcp,Default Response Set,,,,,0,7/9/2014 23:47,7/9/2014 23:51,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,7,7,7,7,4,7,7,7,7,7,7,7,7,7,7,2,1,168,34,78,2,4,,,,,,,,
R_9yjp3g37RhvyE4t,Default Response Set,,,,,0,7/3/2014 19:48,7/3/2014 19:49,0,,Early,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3TXIRukEy58TVM9,Default Response Set,,,,,0,7/11/2014 2:16,7/11/2014 2:25,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,2,6,2,6,6,6,3,2,3,6,3,4,6,6,6,2,6,6,,,,,,,,,,,,,,,,,,,,1,36,63,93,1,5,,,,,,,,
R_a9vqA9P7TtRFxJz,Default Response Set,,,,,0,7/4/2014 17:36,7/4/2014 17:38,0,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9n8b8ERiAk2PsnH,Default Response Set,,,,,0,7/15/2014 1:48,7/15/2014 1:59,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,5,6,6,6,6,5,7,6,3,2,4,7,6,6,5,6,5,1,187,53,86,1,5,,,,,,,,
R_5BxZljAjdROV32R,Default Response Set,,,,,0,7/8/2014 3:18,7/8/2014 3:19,0,,PhD,1,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_bBiY2L5oADNGYL3,Default Response Set,,,,,0,7/9/2014 15:12,7/9/2014 15:15,0,,Early,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_ba5jdU2I1uKcW5n,Default Response Set,,,,,0,7/10/2014 11:03,7/10/2014 11:04,0,,Early,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_082jMNGpTbCWSsB,Default Response Set,,,,,0,7/20/2014 14:39,7/20/2014 14:40,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9o95p2TIHDNrjAp,Default Response Set,,,,,0,7/14/2014 4:19,7/14/2014 4:21,0,,Early,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9XYPApkZTBSpQBT,Default Response Set,,,,,0,7/14/2014 10:17,7/14/2014 10:21,0,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_4SK2hhFWaZqclYV,Default Response Set,,,,,0,7/21/2014 17:37,7/21/2014 17:40,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,2,5,5,6,3,5,5,5,5,6,5,6,6,3,2,2,,,,,,,,,,,,,,,,,,,,1,31,59,91,1,5,,,,,,,,
R_bOBpIl3dlZze55b,Default Response Set,,,,,0,7/22/2014 15:45,7/22/2014 15:54,1,,PhD,1,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,5,5,3,3,3,4,5,4,6,5,4,5,5,6,4,3,4,1,158,61,96,1,5,,,,,,,,
R_diYDcr8p7Ojxmnz,Default Response Set,,,,,0,7/23/2014 12:25,7/23/2014 12:29,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,2,5,6,6,5,6,6,1,1,1,4,3,6,4,3,2,1,169,59,86,1,5,,,,,,,,
R_e5aenYOzH0SLdIN,Default Response Set,,,,,0,7/16/2014 20:12,7/16/2014 20:13,0,,Early,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1QW4GcHUbEcHsQ5,Default Response Set,,,,,0,8/6/2014 10:21,8/6/2014 10:22,0,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_egnNcLO77LG7Wrb,Default Response Set,,,,,0,10/30/2014 19:18,10/30/2014 19:18,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_ai3iWgo3scbI3AN,Default Response Set,,,,,0,10/30/2014 19:18,10/30/2014 19:19,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_42x5q61AzaafoSF,Default Response Set,,,,,0,10/30/2014 19:16,10/30/2014 19:20,1,,Early,1,1,,1,1,,1,5,6,4,4,6,6,3,5,6,3,3,3,5,6,4,6,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,187,54,81,1,4,,,,,,,,
R_erNRDn3Hk1AI7J3,Default Response Set,,,,,0,10/30/2014 19:20,10/30/2014 19:21,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_39sAikl5ab3f9Ep,Default Response Set,,,,,0,10/30/2014 19:18,10/30/2014 19:21,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,6,6,6,6,6,5,5,6,6,6,7,7,7,3,5,1,,,,,,,,,,,,,,,,,,,,1,187,-99,83,2,5,,,,,,,,
R_9NyZ3Szkmkk0005,Default Response Set,,,,,0,10/30/2014 19:20,10/30/2014 19:22,1,,PhD,1,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,3,6,5,5,5,5,5,3,2,4,5,5,5,3,5,3,1,187,68,96,1,5,,,,,,,,
R_b8vNkHf6hBQUewJ,Default Response Set,,,,,0,10/30/2014 19:18,10/30/2014 19:23,1,,Established,1,1,,2,,1,,,,,,,,,,,,,,,,,,,,1,2,5,3,6,4,6,3,5,5,4,2,3,5,4,3,4,2,3,,,,,,,,,,,,,,,,,,,,1,24,67,96,1,5,,,,,,,,
R_5bwFPz6HNDfLJKl,Default Response Set,,,,,0,10/30/2014 19:18,10/30/2014 19:23,1,,PhD,1,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,4,6,6,6,2,5,5,5,3,6,6,7,7,1,6,2,1,187,68,98,1,5,,,,,,,,
R_2gkwsXjkrXfZp65,Default Response Set,,,,,0,10/30/2014 19:19,10/30/2014 19:24,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,2,3,3,5,4,4,4,3,4,2,3,4,4,2,6,2,1,2,,,,,,,,,,,,,,,,,,,,1,-99,-99,-99,-99,4,,,,,,,,
R_8CdJLCAVK8C7TGl,Default Response Set,,,,,0,10/30/2014 19:20,10/30/2014 19:24,1,,Early,1,1,,1,1,,1,3,6,3,6,3,6,3,6,6,1,4,4,5,3,5,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,187,36,77,2,5,,,,,,,,
R_0oem75layVYyDLT,Default Response Set,,,,,0,10/30/2014 19:17,10/30/2014 19:25,1,,Early,1,1,,1,1,,1,2,5,2,7,6,5,6,5,5,4,5,4,5,2,6,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,44,72,1,4,,,,,,,,
R_73Y8MAwN0os8Cjj,Default Response Set,,,,,0,10/30/2014 19:25,10/30/2014 19:25,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0I17TENfKBL6Vy5,Default Response Set,,,,,0,10/30/2014 19:20,10/30/2014 19:25,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,2,3,4,5,5,4,3,5,3,5,2,3,2,3,2,2,3,2,,,,,,,,,,,,,,,,,,,,1,65,62,93,1,5,,,,,,,,
R_cAzx2CdocFfHESp,Default Response Set,,,,,0,10/30/2014 19:20,10/30/2014 19:25,1,,Early,1,1,,1,1,,1,6,6,4,4,4,4,6,6,6,1,2,4,6,6,7,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,187,40,68,1,4,,,,,,,,
R_6mXiQf1BmSUjls1,Default Response Set,,,,,0,10/30/2014 19:22,10/30/2014 19:25,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,3,3,3,3,4,3,5,6,5,5,5,3,3,3,5,4,1,163,47,78,2,4,,,,,,,,
R_0JMIaidltVt5rPT,Default Response Set,,,,,0,10/30/2014 19:23,10/30/2014 19:26,1,,Early,1,1,,1,1,,1,5,4,3,4,5,5,5,5,5,3,6,5,5,4,5,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,187,32,67,1,4,,,,,,,,
R_e2t7fs6nhQ1juW9,Default Response Set,,,,,0,10/30/2014 19:26,10/30/2014 19:26,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_a8W7VXrTRjVuHYh,Default Response Set,,,,,0,10/30/2014 19:19,10/30/2014 19:27,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,6,6,5,6,6,4,5,5,5,5,3,5,1,143,38,73,1,4,,,,,,,,
R_3DiYpv4d29rglEN,Default Response Set,,,,,0,10/30/2014 19:23,10/30/2014 19:27,1,,Early,1,1,,1,1,,1,6,7,7,6,6,7,5,7,6,2,3,3,7,7,7,7,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,187,62,93,2,5,,,,,,,,
R_e2uyzYPZzUdmDu5,Default Response Set,,,,,0,10/30/2014 19:23,10/30/2014 19:27,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,5,7,5,6,5,6,6,7,6,5,3,3,7,7,7,6,6,2,,,,,,,,,,,,,,,,,,,,1,31,62,93,1,5,,,,,,,,
R_5vceZ5k35AKu6oJ,Default Response Set,,,,,0,10/30/2014 19:21,10/30/2014 19:27,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,7,7,4,5,6,5,7,7,7,3,3,3,7,7,7,6,6,3,,,,,,,,,,,,,,,,,,,,1,84,47,78,1,4,,,,,,,,
R_4TwqF7V05uxZYQl,Default Response Set,,,,,0,10/30/2014 19:22,10/30/2014 19:27,1,,Early,1,1,,1,1,,1,6,2,2,2,5,3,2,2,5,4,2,1,3,1,1,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,62,95,1,5,,,,,,,,
R_85MjBuUrHDlVVXL,Default Response Set,,,,,0,10/30/2014 19:24,10/30/2014 19:27,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,6,2,3,7,5,5,3,6,5,3,1,5,6,3,5,5,5,2,,,,,,,,,,,,,,,,,,,,1,187,48,75,1,4,,,,,,,,
R_8Il28tLXHoazqtf,Default Response Set,,,,,0,10/30/2014 19:26,10/30/2014 19:29,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,7,7,4,4,7,6,6,7,7,2,5,5,6,6,6,6,4,3,,,,,,,,,,,,,,,,,,,,1,187,17,44,1,4,,,,,,,,
R_5C3Uwa7rGWOlhfD,Default Response Set,,,,,0,10/30/2014 19:24,10/30/2014 19:29,1,,Early,1,1,,1,1,,1,4,4,3,5,4,5,4,4,4,4,5,4,5,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,185,64,92,2,5,,,,,,,,
R_cGYmaU7yObLtcJ7,Default Response Set,,,,,0,10/30/2014 19:26,10/30/2014 19:29,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,6,4,4,4,4,4,4,4,7,4,4,4,4,2,4,4,2,1,84,40,71,1,4,,,,,,,,
R_etFSghLFX0GEea1,Default Response Set,,,,,0,10/30/2014 19:24,10/30/2014 19:30,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,1,5,5,6,5,5,5,3,1,3,6,6,7,6,5,2,1,187,60,93,2,5,,,,,,,,
R_3r6rdyVrr68suUt,Default Response Set,,,,,0,10/30/2014 19:27,10/30/2014 19:30,1,,Early,1,1,,1,1,,1,5,5,3,6,6,4,5,4,3,3,5,2,5,6,6,5,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,187,53,85,1,5,,,,,,,,
R_bvnLX1QIym4GLAx,Default Response Set,,,,,0,10/30/2014 19:29,10/30/2014 19:31,1,Screened_out,,1,1,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1G2KcdtNChCj8Pz,Default Response Set,,,,,0,10/30/2014 19:30,10/30/2014 19:31,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0qWwQ37ZjMC6dQ9,Default Response Set,,,,,0,10/30/2014 19:30,10/30/2014 19:31,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cTtzPl08D30lIsl,Default Response Set,,,,,0,10/30/2014 19:25,10/30/2014 19:31,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,5,2,2,5,5,5,2,5,6,2,2,3,5,5,4,1,6,1,,,,,,,,,,,,,,,,,,,,1,138,67,94,1,5,,,,,,,,
R_5vSXP2GXtWBj9sx,Default Response Set,,,,,0,10/30/2014 19:29,10/30/2014 19:31,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,3,5,6,5,5,5,5,3,6,5,5,5,5,3,5,2,1,187,44,70,1,4,,,,,,,,
R_9Bn51Jjqw8iS7Mp,Default Response Set,,,,,0,10/30/2014 19:26,10/30/2014 19:32,1,,Established,1,1,,2,,1,,,,,,,,,,,,,,,,,,,,1,2,4,3,6,5,5,6,6,5,1,3,2,5,5,3,3,5,1,,,,,,,,,,,,,,,,,,,,1,163,44,96,-99,5,,,,,,,,
R_3g5vYnMRzCufl09,Default Response Set,,,,,0,10/30/2014 19:31,10/30/2014 19:32,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6DavIdGFQBaQPQ1,Default Response Set,,,,,0,10/30/2014 19:28,10/30/2014 19:32,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,3,3,2,3,5,3,3,5,3,2,2,2,6,3,4,3,2,2,,,,,,,,,,,,,,,,,,,,1,169,61,93,1,5,,,,,,,,
R_77NfJkyoT9rpq1n,Default Response Set,,,,,0,10/30/2014 19:31,10/30/2014 19:32,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7QynUX11YCP5htP,Default Response Set,,,,,0,10/30/2014 19:28,10/30/2014 19:32,1,,Early,1,1,,1,1,,1,5,-99,5,6,6,6,6,6,6,5,5,5,6,6,7,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31,62,92,1,4,,,,,,,,
R_2tVWXCiJAqvudo1,Default Response Set,,,,,0,10/30/2014 19:22,10/30/2014 19:32,1,,PhD,1,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4,4,6,5,6,5,5,5,4,3,4,4,5,4,3,5,3,1,36,69,97,1,5,,,,,,,,
R_cYEqIKF6Nm5N4gd,Default Response Set,,,,,0,10/30/2014 19:23,10/30/2014 19:32,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,6,4,2,2,3,5,3,5,3,3,3,2,5,3,2,5,3,2,,,,,,,,,,,,,,,,,,,,1,111,37,70,1,4,,,,,,,,
R_8ptwW4PlqD9viOF,Default Response Set,,,,,0,10/30/2014 19:29,10/30/2014 19:32,1,,Established,1,1,,2,,1,,,,,,,,,,,,,,,,,,,,1,7,7,1,7,7,7,7,7,5,1,1,1,7,7,7,7,1,2,,,,,,,,,,,,,,,,,,,,1,48,52,96,2,5,,,,,,,,
R_3sAzU0hAF6oJ6LP,Default Response Set,,,,,0,10/30/2014 19:22,10/30/2014 19:33,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,6,3,6,6,6,6,5,6,5,5,5,6,6,6,6,6,3,1,187,36,63,1,5,,,,,,,,
R_81gIP7ZTx4Psz8V,Default Response Set,,,,,0,10/30/2014 19:26,10/30/2014 19:33,1,,Early,1,1,,2,,1,1,5,5,5,4,4,6,5,5,6,5,3,1,7,4,7,7,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,163,66,96,1,5,,,,,,,,
R_agvMuWgHbhSuBFP,Default Response Set,,,,,0,10/30/2014 19:29,10/30/2014 19:33,1,,PhD,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,3,2,4,2,5,5,5,4,5,4,6,4,7,4,6,2,1,187,35,71,1,5,,,,,,,,
R_0BSvpYWjDpZX1Od,Default Response Set,,,,,0,10/30/2014 19:32,10/30/2014 19:33,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_56kLND4etXJnaBL,Default Response Set,,,,,0,10/30/2014 19:28,10/30/2014 19:33,1,,Early,1,1,,1,1,,1,6,6,4,6,6,7,6,3,5,5,5,4,6,7,7,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,84,64,94,1,5,,,,,,,,
R_02KzK0JbZiAabf7,Default Response Set,,,,,0,10/30/2014 19:31,10/30/2014 19:33,1,,PhD,1,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,3,5,6,7,5,7,7,1,2,1,7,7,7,7,4,2,1,187,67,96,1,5,,,,,,,,
R_dczXjzcM6l2aXQh,Default Response Set,,,,,0,10/30/2014 19:31,10/30/2014 19:33,1,,Early,1,1,,1,1,,1,5,6,3,6,7,7,4,6,6,7,7,6,5,5,6,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,187,52,79,1,4,,,,,,,,
R_bfKAth61IV6GKpf,Default Response Set,,,,,0,10/30/2014 19:26,10/30/2014 19:33,1,,Established,1,1,,2,,1,,,,,,,,,,,,,,,,,,,,1,3,3,2,6,4,6,5,3,5,2,2,5,7,6,6,3,4,2,,,,,,,,,,,,,,,,,,,,1,37,68,96,1,5,,,,,,,,
R_7ZFyLGwxzfHwx6Z,Default Response Set,,,,,0,10/30/2014 19:31,10/30/2014 19:34,1,,Early,1,1,,1,1,,1,5,4,3,7,7,6,5,5,6,5,6,6,5,4,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,187,62,90,2,5,,,,,,,,
R_cC86uuaK71Wgrxr,Default Response Set,,,,,0,10/30/2014 19:30,10/30/2014 19:34,1,,Established,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,6,6,7,7,6,6,7,7,7,6,5,6,7,7,7,6,4,4,,,,,,,,,,,,,,,,,,,,1,187,60,87,1,5,,,,,,,,
R_cFK6w5kXUnyhxTT,Default Response Set,,,,,0,10/30/2014 19:34,10/30/2014 19:34,1,Screened_out,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3fOySnbQowLZBQh,Default Response Set,,,,,0,10/30/2014 19:34,10/30/2014 19:34,1,Screened_out,,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
