V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Respondent_Group,Screening,Intro,Consent,Reason_NC,Check_PhD,CheckGroup,Intro_1,Objectivit_1,Objectivit_2,Objectivit_3,Objectivit_4,Objectivit_5,Objectivit_6,Objectivit_7,Objectivit_8,Objectivit_9,Objectivit_10,Rationalit_1,Rationalit_2,Rationalit_3,Rationalit_4,Rationalit_5,Rationalit_6,Rationalit_7,Rationalit_8,Rationalit_9,Rationalit_10,Open-mind_1,Open-mind_2,Open-mind_3,Open-mind_4,Open-mind_5,Open-mind_6,Open-mind_7,Open-mind_8,Open-mind_9,Open-mind_10,Intelligen_1,Intelligen_2,Intelligen_3,Intelligen_4,Intelligen_5,Intelligen_6,Intelligen_7,Intelligen_8,Intelligen_9,Intelligen_10,Integrity_1,Integrity_2,Integrity_3,Integrity_4,Integrity_5,Integrity_6,Integrity_7,Integrity_8,Integrity_9,Integrity_10,Competitiv_1,Competitiv_2,Competitiv_3,Competitiv_4,Competitiv_5,Competitiv_6,Competitiv_7,Competitiv_8,Competitiv_9,Competitiv_10,Dem_intro,Dem_countr,Dem_born,Dem_yr_PhD,Dem_gender,Dem_relig,Feedback,LocationLatitude,LocationLongitude,LocationAccuracy
R_e5tDd4jwvJBZbmJ,Default Response Set,,,,,0,5/19/2014 15:43,5/19/2014 15:47,0,Scientists,,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_ebmQVhRIwyoMXiJ,Default Response Set,,,,,0,5/14/2014 10:26,5/19/2014 17:16,0,Scientists,,1,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6ydiWbEcEec5DEh,Default Response Set,,,,,0,5/19/2014 18:50,5/19/2014 18:55,0,Scientists,,1,1,,1,1,1,17,9,30,82,41,4,23,52,19,73,25,60,38,51,16,19,42,41,63,77,,,,,,,,,,,37,24,19,69,30,29,48,19,62,79,14,5,7,51,14,6,8,10,19,57,,,,,,,,,,,,,,,,,,,,
R_cGc585jPJpKsUjr,Default Response Set,,,,,0,5/14/2014 22:42,5/19/2014 23:32,0,Scientists,,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6rFuDYNLovHOKEd,Default Response Set,,,,,0,5/20/2014 5:16,5/20/2014 5:21,0,Scientists,,1,1,,1,1,1,29,10,16,71,61,50,61,71,73,75,,,,,,,,,,,55,58,56,58,56,43,53,58,46,56,73,62,38,77,55,46,73,69,63,71,54,22,51,71,60,66,70,68,62,63,,,,,,,,,,,,,,,,,,,,
R_81gU9qxYbVby3EV,Default Response Set,,,,,0,5/20/2014 6:22,5/20/2014 6:23,0,Scientists,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0Ojd0jDhKnfG9lX,Default Response Set,,,,,0,5/20/2014 7:36,5/20/2014 7:37,0,Scientists,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_4NnWs5IWYXkhPRX,Default Response Set,,,,,0,5/27/2014 12:01,5/27/2014 12:01,1,Scientists,Screened_out,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_4SdbHF71duaHoY5,Default Response Set,,,,,0,5/20/2014 18:08,5/20/2014 18:11,0,Scientists,,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,
R_3sGqu3w0oT61I8t,Default Response Set,,,,,0,5/15/2014 2:50,5/21/2014 2:06,0,Scientists,,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7P2IcUjz85PuzY1,Default Response Set,,,,,0,5/30/2014 2:32,5/30/2014 2:38,1,Scientists,,1,1,,1,1,1,28,28,46,82,75,39,76,91,92,78,85,32,76,68,85,35,70,76,91,95,38,39,51,34,40,29,26,61,91,71,87,71,68,87,75,51,68,89,86,88,50,33,66,36,50,71,26,69,80,75,89,97,92,79,78,55,89,82,48,72,1,162,60,92,1,38,,,,
R_9t4QMDjXXGsqi45,Default Response Set,,,,,0,5/26/2014 21:50,5/26/2014 21:53,0,Scientists,,1,1,,1,1,1,,,,,,,,,,,91,60,50,90,91,50,60,91,91,91,,,,,,,,,,,,,,,,,,,,,90,60,50,81,71,71,51,90,81,91,,,,,,,,,,,,,,,,,,,,
R_77k52U0avQJtGe1,Default Response Set,,,,,0,6/8/2014 16:22,6/8/2014 16:29,1,Scientists,,1,1,,1,1,1,88,26,55,66,54,70,77,87,76,91,84,86,75,76,58,76,86,89,74,87,65,24,44,76,78,55,78,85,88,87,77,14,36,55,66,55,77,67,78,87,73,27,76,87,89,83,86,79,89,85,76,45,33,87,85,64,86,73,89,87,1,78,50,80,1,39,,,,
R_3rv2kjejntkrGPH,Default Response Set,,,,,0,6/11/2014 14:06,6/11/2014 14:07,1,Scientists,Screened_out,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_40X6ptIrCYSEUMl,Default Response Set,,,,,0,6/11/2014 14:02,6/11/2014 14:10,1,Scientists,,1,1,,1,1,1,70,1,2,80,90,10,10,80,90,90,80,100,70,80,91,50,80,81,91,100,51,9,20,60,30,16,10,91,81,90,90,5,20,71,50,10,10,90,81,71,80,1,2,30,70,18,1,90,80,40,80,100,90,50,19,10,100,50,30,80,1,84,51,86,1,38,,,,
R_2h5DCKVurnuIkHr,Default Response Set,,,,,0,6/11/2014 14:02,6/11/2014 14:10,1,Scientists,,1,1,,1,1,1,5,8,33,100,100,94,96,86,100,100,29,9,77,100,100,93,100,83,100,100,78,47,100,100,100,51,100,82,100,100,96,10,92,100,99,77,88,100,100,100,34,5,68,100,100,85,100,100,91,91,100,38,100,100,100,85,92,100,100,100,1,89,52,90,1,44,,,,
R_5jooEbHAprEkvwV,Default Response Set,,,,,0,6/11/2014 14:14,6/11/2014 14:25,1,Scientists,,1,1,,2,,1,9,4,50,50,81,9,9,70,60,50,40,40,19,60,81,40,39,82,6,60,50,5,70,19,49,4,14,81,75,49,70,70,70,70,70,70,70,70,70,70,39,4,40,80,91,29,19,81,80,50,92,100,81,81,50,80,81,14,51,81,1,163,66,95,2,38,,,,
R_8bGFOXm0Gx1hVPf,Default Response Set,,,,,0,6/11/2014 14:20,6/11/2014 14:27,1,Scientists,,1,1,,2,,1,100,20,100,80,90,30,50,100,50,81,80,39,80,95,91,48,49,69,61,81,49,32,20,50,29,30,19,50,49,49,51,9,49,96,19,49,50,48,28,91,60,39,30,81,50,50,20,70,28,59,81,50,29,81,49,48,29,81,20,80,1,86,49,98,2,39,,,,
R_5z34HtOqQhi8kWp,Default Response Set,,,,,0,6/11/2014 14:32,6/11/2014 14:39,1,Scientists,,1,1,,1,1,1,96,30,41,98,99,91,97,97,92,100,96,80,82,96,96,81,81,100,92,100,11,0,10,96,81,91,81,96,81,91,95,70,50,99,61,61,51,91,61,97,81,61,60,100,98,100,81,100,88,100,96,100,71,30,10,80,8,40,50,91,1,9,25,67,1,39,,,,
R_4UE6ZDJ1t4Xnh2Z,Default Response Set,,,,,0,6/11/2014 14:27,6/11/2014 14:40,1,Scientists,,1,1,,1,1,1,0,1,30,70,30,30,20,81,19,81,61,0,1,71,91,40,70,91,71,91,20,1,20,61,81,35,1,81,81,81,71,60,40,70,40,40,61,81,61,81,0,1,1,61,61,81,1,81,50,81,100,100,100,80,80,81,100,81,100,100,1,187,50,77,1,39,,,,
R_cSamaCiaouoxoFL,Default Response Set,,,,,0,6/11/2014 14:36,6/11/2014 14:45,1,Scientists,,1,1,,1,1,1,41,21,30,87,96,95,93,91,86,86,88,26,37,89,73,79,80,88,86,89,39,40,35,87,80,71,82,90,85,65,98,92,62,96,94,83,85,95,91,94,61,39,66,92,92,94,81,96,91,94,98,98,98,82,68,83,89,46,81,82,1,187,37,67,1,44,,,,
R_6V8vzuGBdV7s7kh,Default Response Set,,,,,0,6/11/2014 14:46,6/11/2014 14:51,1,Scientists,,1,1,,1,1,1,0,0,50,80,100,51,91,70,60,90,9,0,61,70,100,50,91,100,91,91,0,9,50,50,0,0,0,19,39,50,62,0,51,71,71,30,50,61,50,100,20,0,61,80,91,100,50,81,50,80,91,100,51,81,0,81,100,0,0,51,1,187,55,83,2,43,,,,
R_6YgTL9cwMMDV06p,Default Response Set,,,,,0,6/11/2014 15:22,6/11/2014 15:37,1,Scientists,,1,1,,2,,1,91,51,96,71,60,59,50,100,71,80,92,60,80,90,91,51,61,59,82,50,60,30,69,60,69,41,70,96,51,91,76,80,66,90,71,50,81,51,71,91,99,90,70,81,91,70,81,100,71,100,70,50,60,59,50,50,86,30,50,71,1,,,,,41,,,,
R_031RHflfqM1cZmZ,Default Response Set,,,,,0,6/11/2014 15:44,6/11/2014 15:50,1,Scientists,,1,1,,1,1,1,70,85,48,100,35,77,69,80,27,100,68,97,46,100,66,69,45,92,16,100,90,100,70,80,63,62,30,41,64,91,87,65,44,80,67,43,48,73,60,91,9,9,10,50,9,59,9,18,7,60,50,46,39,65,51,30,31,60,30,62,1,84,54,84,1,43,,,,
R_7Om0sD7f9LOWeUZ,Default Response Set,,,,,0,6/11/2014 15:51,6/11/2014 15:57,1,Scientists,,1,1,,1,1,1,77,20,51,81,95,0,78,82,72,83,50,50,50,51,50,51,50,52,50,50,74,21,70,51,26,24,26,68,71,66,84,30,48,75,53,21,72,55,31,100,70,20,32,85,70,91,31,88,45,71,84,34,69,84,38,19,92,50,40,94,1,61,58,92,1,39,,,,
R_bJU2B06hEpJJtB3,Default Response Set,,,,,0,6/11/2014 16:03,6/11/2014 16:12,1,Scientists,,1,1,,1,1,1,20,0,49,100,100,0,79,0,19,100,1,0,3,100,1,9,29,3,100,100,0,52,50,81,0,0,0,0,100,100,100,100,9,51,9,9,100,51,100,100,9,0,9,50,100,100,0,100,51,69,100,100,100,51,0,0,100,0,48,100,1,138,55,86,1,39,,,,
R_d0guUfcOuZaGmzP,Default Response Set,,,,,0,6/11/2014 16:09,6/11/2014 16:15,1,Scientists,,1,1,,1,1,1,87,19,45,94,90,41,38,66,63,90,87,45,74,100,95,33,45,80,64,100,77,48,91,91,52,56,59,43,81,81,62,33,77,93,77,23,73,84,81,99,26,18,44,91,53,22,14,64,66,94,90,94,85,89,61,55,99,55,77,83,1,163,50,78,1,38,,,,
R_3DBm06NrRCGnkVL,Default Response Set,,,,,0,6/11/2014 16:42,6/11/2014 16:42,1,Scientists,Screened_out,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_bejQFcNRzFkltNH,Default Response Set,,,,,0,6/11/2014 17:23,6/11/2014 17:29,1,Scientists,,1,1,,1,1,1,34,34,54,88,13,75,44,89,67,87,31,53,37,50,69,32,55,37,38,72,53,24,63,45,23,34,34,33,86,55,34,11,54,93,73,65,77,73,86,95,79,74,75,83,68,87,54,82,77,93,24,15,12,52,34,66,15,64,75,87,1,163,67,91,1,43,,,,
R_eroOTTIgKgx63jL,Default Response Set,,,,,0,6/11/2014 17:54,6/11/2014 18:06,1,Scientists,,1,1,,1,1,1,45,21,49,77,59,77,50,78,60,76,71,39,50,60,70,50,50,71,71,70,60,64,49,74,36,67,67,80,42,80,91,50,91,91,70,70,70,92,91,91,60,29,49,81,66,70,49,71,60,69,71,81,60,60,50,70,100,50,60,81,1,84,53,84,1,43,,,,
R_8HT6CTKexHto6Wx,Default Response Set,,,,,0,6/11/2014 18:00,6/11/2014 18:08,1,Scientists,,1,1,,1,1,1,9,50,20,50,100,40,40,71,81,71,100,100,29,100,91,100,100,100,60,81,50,91,81,19,19,19,19,19,91,50,81,70,60,40,30,29,40,30,100,82,1,2,2,29,96,30,1,51,1,78,91,91,91,90,51,70,100,50,29,91,1,83,51,86,1,38,,,,
R_9Msm4x7zrMyRGZf,Default Response Set,,,,,0,6/11/2014 18:55,6/11/2014 19:05,1,Scientists,,1,1,,1,1,1,75,35,39,75,81,60,71,85,65,75,64,40,45,71,75,65,65,80,70,75,76,50,76,76,60,34,49,81,86,86,85,75,65,91,71,50,71,96,65,81,71,60,60,85,65,60,66,85,65,70,70,91,81,71,60,85,87,64,66,71,1,185,46,70,1,43,,,,
R_5BH1PjNpt19qDOt,Default Response Set,,,,,0,6/11/2014 19:36,6/11/2014 19:47,1,Scientists,,1,1,,1,1,1,87,49,78,80,88,74,79,88,87,88,90,50,61,76,75,61,70,81,85,90,61,51,59,49,50,43,41,60,61,80,80,70,71,80,70,61,80,80,71,90,51,51,70,71,91,90,51,91,91,91,90,90,76,71,60,70,81,70,70,92,1,60,30,57,1,39,,,,
R_cLOpC7p7swsh75H,Default Response Set,,,,,0,6/12/2014 0:59,6/12/2014 1:09,1,Scientists,,1,1,,1,1,1,81,0,30,81,19,10,10,50,97,71,50,40,20,61,19,9,10,70,71,100,10,50,91,40,3,20,3,9,3,41,40,30,30,50,40,20,30,60,50,100,20,9,39,40,29,19,20,70,80,100,51,60,60,50,9,40,60,4,19,100,1,75,49,80,1,41,,,,
R_d4P1NVyZPvIo9nv,Default Response Set,,,,,0,6/12/2014 1:11,6/12/2014 1:19,1,Scientists,,1,1,,1,2,1,81,40,50,81,49,49,49,80,70,60,91,81,59,91,80,60,61,91,80,91,70,30,30,50,50,49,50,81,50,49,91,50,59,96,60,60,70,96,60,95,81,39,39,91,81,70,70,91,70,91,50,59,70,50,49,70,59,70,49,76,1,9,28,54,1,39,,,,
R_0OLk3AXwWd1SpDv,Default Response Set,,,,,0,6/12/2014 2:10,6/12/2014 2:26,1,Scientists,,1,1,,1,1,1,29,29,29,70,61,40,29,80,40,81,80,40,19,90,91,70,29,29,90,81,29,19,81,40,29,19,29,60,71,30,80,40,40,81,81,50,81,81,60,81,50,30,20,80,50,80,29,81,70,81,100,100,100,100,60,81,100,30,80,80,1,9,60,89,1,38,,,,
R_dhyBMr013boWUnP,Default Response Set,,,,,0,6/12/2014 4:04,6/12/2014 4:20,1,Scientists,,1,1,,1,1,1,40,29,69,98,70,71,29,71,99,96,50,49,72,90,61,69,60,70,100,92,30,7,8,96,81,80,61,80,90,93,100,100,80,81,71,70,100,91,100,100,7,9,49,92,70,93,7,86,92,97,81,97,71,60,40,71,91,50,69,91,1,36,58,88,1,44,,,,
R_3w4IQ71D0lwaG8d,Default Response Set,,,,,0,6/12/2014 7:52,6/12/2014 8:00,1,Scientists,,1,1,,1,1,1,29,0,67,64,73,38,47,84,22,82,79,29,27,86,73,73,50,91,49,85,60,1,81,50,35,15,65,51,67,71,81,59,68,83,39,38,83,87,75,81,22,18,54,81,88,66,50,86,36,88,77,85,64,43,6,55,61,27,58,90,1,60,52,81,1,38,,,,
R_aaPh6P8Vr7azwAl,Default Response Set,,,,,0,6/12/2014 12:02,6/12/2014 12:04,1,Scientists,,1,2,"I'm afraid I've got the wrong button, sorry.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cOzRD3s3G4yYxc9,Default Response Set,,,,,0,6/12/2014 12:33,6/12/2014 12:48,1,Scientists,,1,1,,1,1,1,30,30,70,81,82,49,71,91,71,70,49,20,71,91,92,70,50,81,81,71,71,60,91,65,19,19,20,20,50,60,70,50,81,80,19,50,29,91,70,61,50,30,60,80,70,82,60,90,70,70,81,91,59,19,18,49,71,70,70,91,1,17,59,90,1,42,,,,
R_0ookaG3WZaOYkvz,Default Response Set,,,,,0,6/13/2014 19:36,6/13/2014 19:51,1,Scientists,,1,1,,1,1,1,30,10,50,90,90,50,90,90,90,90,50,10,50,50,50,50,50,70,50,70,70,10,50,50,30,10,20,20,50,70,70,10,70,70,70,70,50,70,70,70,50,10,50,50,50,50,40,50,50,50,70,60,60,30,70,30,30,20,30,30,1,187,55,91,1,41,,,,
R_6xT0hgkozNKncKp,Default Response Set,,,,,0,6/14/2014 9:44,6/14/2014 9:53,1,Scientists,,1,1,,2,,1,76,54,66,81,76,49,75,81,82,91,87,60,65,81,81,56,81,81,91,91,71,55,70,71,60,45,71,65,91,91,76,61,60,80,70,49,76,76,80,91,55,40,50,70,66,80,60,81,65,81,80,91,75,70,55,50,66,49,60,60,1,67,66,95,1,43,,,,
R_866MBTaKjHxOJaR,Default Response Set,,,,,0,6/15/2014 13:10,6/15/2014 13:18,1,Scientists,,1,1,,1,1,1,29,29,20,100,100,49,60,39,60,100,29,40,39,80,60,20,49,40,50,100,40,39,20,50,40,20,28,30,29,100,60,60,39,30,40,20,29,29,39,100,39,30,29,50,19,70,29,39,49,100,30,51,40,39,30,29,50,29,19,100,1,78,33,65,2,39,,,,
R_5mvBL6qUJtSyBff,Default Response Set,,,,,0,6/16/2014 17:13,6/16/2014 17:21,1,Scientists,,1,1,,1,1,1,67,17,52,67,35,35,37,49,8,56,73,27,40,71,47,71,40,22,50,66,9,29,81,35,28,18,25,27,52,72,74,30,40,76,27,14,23,61,60,80,71,43,27,72,42,69,50,59,66,39,,23,82,71,19,,15,7,2,80,1,10,56,86,2,41,,,,
R_2gWFhVdi7DYxUfr,Default Response Set,,,,,0,6/16/2014 17:27,6/16/2014 17:35,1,Scientists,,1,1,,1,1,1,17,72,3,86,64,57,5,83,33,62,28,69,19,98,69,38,23,84,29,86,16,78,10,91,51,30,32,77,39,90,31,57,17,87,29,20,29,72,22,87,10,64,0,78,49,43,13,93,29,70,81,76,70,92,49,40,77,24,23,68,1,128,39,68,1,38,,,,
R_9Qs7dSZC36k7w2N,Default Response Set,,,,,0,6/16/2014 17:41,6/16/2014 17:57,1,Scientists,,1,1,,1,1,1,40,10,80,75,60,65,70,60,80,75,50,60,70,90,60,70,75,80,75,90,60,40,90,85,40,30,40,60,60,70,45,40,70,80,50,30,50,70,50,80,40,40,60,80,60,70,70,71,50,70,89,80,70,60,40,80,50,50,50,70,1,128,61,93,2,38,,,,
R_0NgYxFEOhm7SnQ1,Default Response Set,,,,,0,6/16/2014 18:09,6/16/2014 18:15,1,Scientists,,1,1,,1,1,1,7,7,61,49,51,6,14,92,50,61,59,20,61,62,80,30,22,83,39,75,69,40,74,67,20,20,18,71,66,72,52,51,59,71,71,19,42,81,40,81,13,30,53,75,57,45,11,91,75,91,81,81,67,66,18,90,90,10,51,71,1,65,59,91,1,38,,,,
R_bdUCS2E2P5S0ONf,Default Response Set,,,,,0,6/16/2014 19:01,6/16/2014 19:02,1,Scientists,Screened_out,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7O1kBCwcY9OLyxD,Default Response Set,,,,,0,6/16/2014 20:22,6/16/2014 20:30,1,Scientists,,1,1,,1,1,1,91,73,85,100,100,100,100,100,100,100,80,71,80,91,100,100,80,91,80,91,51,29,95,38,19,12,29,37,13,100,76,60,76,87,77,63,60,85,80,100,30,15,49,60,75,90,81,70,38,81,70,100,80,50,18,9,8,80,28,90,1,24,60,94,2,42,,,,
R_aa5IVAjxiuYPAGh,Default Response Set,,,,,0,6/16/2014 21:40,6/16/2014 21:47,1,Scientists,,1,1,,1,1,1,74,65,92,84,77,77,74,96,98,94,87,64,80,82,82,82,89,88,87,91,77,69,85,82,60,74,67,78,91,88,57,65,79,76,64,56,57,73,93,86,71,65,88,87,76,80,80,90,96,87,57,67,81,63,47,54,47,68,85,97,1,128,30,67,1,40,,,,
R_8bKIBeZZZbXSYwB,Default Response Set,,,,,0,6/16/2014 21:24,6/16/2014 21:49,1,Scientists,,1,1,,1,1,1,53,26,50,85,70,88,78,82,60,84,54,42,42,92,37,30,57,66,38,93,57,51,71,68,46,18,72,46,26,87,55,49,40,90,53,32,62,67,53,90,60,19,39,85,49,73,63,82,68,77,68,92,75,75,15,52,91,59,68,79,1,67,46,78,2,41,,,,
R_8H6WhcZamkZBW6N,Default Response Set,,,,,0,6/16/2014 22:44,6/16/2014 22:51,1,Scientists,,1,1,,1,1,1,80,50,70,100,50,49,50,80,81,100,100,80,80,100,60,91,60,100,80,80,100,50,100,100,50,60,49,100,60,100,100,100,100,100,49,100,49,100,100,100,100,100,100,100,100,100,100,100,100,100,50,70,30,20,70,49,30,20,50,70,1,61,53,83,1,38,,,,
R_0vMXv3zuaEBwUv3,Default Response Set,,,,,0,6/17/2014 3:29,6/17/2014 3:30,1,Scientists,Screened_out,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9priVfldcUKt6rr,Default Response Set,,,,,0,6/17/2014 14:03,6/17/2014 14:13,1,Scientists,,1,1,,1,1,1,80,72,70,100,81,81,81,100,100,100,92,81,80,91,91,82,81,92,71,91,91,91,91,81,60,80,92,60,71,91,92,92,71,80,70,70,92,92,60,80,81,60,71,80,70,81,60,80,60,80,92,90,80,80,71,90,92,81,70,82,1,187,60,89,2,43,,,,
R_1Zwl9TyPJYxK45f,Default Response Set,,,,,0,6/17/2014 16:31,6/17/2014 16:31,1,Scientists,Screened_out,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1SsLeXYUfVtiO2h,Default Response Set,,,,,0,6/11/2014 16:43,6/11/2014 16:46,0,Scientists,,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,40,40,81,50,81,9,50,50,50,,,,,,,,,,,,,,,,,,,,
R_cJjgIKZYR8fJ7dH,Default Response Set,,,,,0,6/18/2014 22:53,6/18/2014 23:00,1,Scientists,,1,1,,1,1,1,26,12,15,90,98,50,69,96,81,91,52,12,6,81,91,48,91,91,90,94,14,1,10,72,51,14,73,89,83,71,73,32,29,33,83,35,78,83,31,83,20,1,6,90,90,70,65,87,82,86,98,100,77,77,11,98,98,75,65,66,1,187,32,62,1,44,,,,
R_cOxVKAhA0suG5NP,Default Response Set,,,,,0,6/12/2014 0:37,6/12/2014 0:40,0,Scientists,,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,51,80,81,64,61,70,92,84,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6rJYExx34poXp7n,Default Response Set,,,,,0,6/12/2014 11:52,6/12/2014 11:53,0,Scientists,,1,1,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_d7hdA3KjXCL0EWp,Default Response Set,,,,,0,6/19/2014 13:20,6/19/2014 13:27,1,Scientists,,1,1,,1,1,1,0,0,0,91,0,0,81,100,20,100,49,50,92,100,91,91,91,100,91,100,29,0,91,91,0,0,92,60,29,100,18,0,49,100,70,0,49,50,70,100,0,0,9,100,49,70,9,100,69,100,80,91,49,50,49,0,81,0,0,100,1,187,42,71,1,41,,,,
R_4GRGck0WOqEhW4t,Default Response Set,,,,,0,6/13/2014 18:52,6/13/2014 18:53,0,Scientists,,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6n7AkiZmfYLqQFn,Default Response Set,,,,,0,6/16/2014 17:14,6/16/2014 17:16,0,Scientists,,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,50,49,60,50,50,49,50,49,,,,,,,,,,,,,,,,,,,,
R_8J5feZsjssFe4RL,Default Response Set,,,,,0,6/16/2014 19:15,6/16/2014 19:15,0,Scientists,,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_86cFxNFL2djAa6F,Default Response Set,,,,,0,6/26/2014 21:48,6/26/2014 21:55,1,Scientists,,1,1,,1,1,1,47,15,14,84,91,75,74,95,84,92,86,20,24,80,98,99,95,96,95,90,59,20,51,79,5,22,11,91,83,88,50,16,17,93,39,30,65,88,89,96,55,23,53,97,75,84,25,90,61,95,84,89,48,90,74,57,96,52,65,95,1,161,41,81,2,41,,,,
R_8i9z683ON74Jwah,Default Response Set,,,,,0,6/27/2014 9:37,6/27/2014 9:44,1,Scientists,,1,1,,1,1,1,33,70,50,74,,41,15,52,,81,,51,9,62,,62,0,62,0,64,11,40,34,14,11,12,4,,,51,27,59,58,90,16,42,25,70,2,91,51,49,40,87,3,70,1,90,1,93,87,100,100,93,6,6,93,26,,93,1,84,56,89,2,39,,,,
R_9N1TeHFojb08KCF,Default Response Set,,,,,0,6/27/2014 9:44,6/27/2014 9:51,1,Scientists,,1,1,,1,1,1,26,12,7,60,36,34,8,72,32,64,16,15,19,36,10,11,39,23,28,59,57,14,15,58,18,5,51,44,46,64,55,17,13,62,30,5,80,40,32,49,21,4,6,48,61,48,6,58,21,75,87,84,79,51,21,51,51,22,39,53,1,67,41,85,1,39,,,,
R_3O8dq5gxZJcBftX,Default Response Set,,,,,0,6/27/2014 9:42,6/27/2014 9:54,1,Scientists,,1,1,,1,1,1,61,9,30,81,71,71,71,71,60,60,40,9,30,91,92,81,91,81,81,50,30,9,100,30,19,9,50,50,71,71,81,30,50,81,61,30,71,81,61,81,60,30,9,71,81,71,30,71,61,71,81,100,91,81,81,9,71,9,71,91,1,122,41,72,1,39,,,,
R_51jll1AsNHpQ4uh,Default Response Set,,,,,0,6/27/2014 9:45,6/27/2014 9:55,1,Scientists,,1,1,,1,1,1,17,2,6,80,78,10,29,59,89,84,6,39,25,72,72,3,74,43,71,96,73,2,90,59,16,9,6,74,48,96,55,31,65,69,52,2,61,55,53,91,7,9,92,79,5,3,0,90,7,58,64,49,62,28,2,1,59,27,18,76,1,61,59,89,1,38,,,,
R_aXKqehvWU0YQADj,Default Response Set,,,,,0,6/27/2014 9:50,6/27/2014 9:57,1,Scientists,,1,1,,1,1,1,77,6,95,83,36,44,33,96,85,99,76,10,76,85,66,87,71,91,95,100,69,20,87,60,29,15,29,85,72,92,89,61,89,90,41,41,50,89,79,100,60,9,71,84,20,70,91,87,87,97,91,100,90,90,41,80,37,71,60,72,1,187,42,74,1,39,,,,
R_6Wjv8AnanE2h8QB,Default Response Set,,,,,0,6/27/2014 9:50,6/27/2014 10:00,1,Scientists,,1,1,,1,1,1,35,19,83,73,77,35,24,91,58,83,69,47,77,97,89,42,82,86,57,83,64,65,81,71,48,30,30,80,32,81,84,69,79,91,79,56,61,84,57,91,41,29,73,81,53,66,30,89,64,82,94,92,75,61,45,70,94,43,44,85,1,122,45,73,1,42,,,,
R_eFYrSPNQqWGZE6F,Default Response Set,,,,,0,6/27/2014 10:04,6/27/2014 10:04,1,Scientists,Screened_out,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
