V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,vid,gc,quota,Respondent_Group,term,Screening,Condition,Intro,Consent,Reason_NC,CheckGroup,Intro_S,Q1_S_Ob,Q2_S_Ob,Q3_S_Ob,Q4_S,Q5_S_Ra,Q6_S_Ra,Q7_S_Op,Q8_S_Op,Q9_S_Op,Q10_S_IQ,Q11_S_IQ,Q12_S_IQ,Q13_S_In,Q14_S_In,Q15_S_In,Q16_S_Co,Q17_S_Co,Q18_S_Co,Intro_H,Q1_H_Ob,Q2_H_Ob,Q3_H_Ob,Q4_H_Ra,Q5_H_Ra,Q6_H_Ra,Q7_H_Op,Q8_H_Op,Q9_H_Op,Q10_H_IQ,Q11_H_IQ,Q12_H_IQ,Q13_H_In,Q14_H_In,Q15_H_In,Q16_H_Co,Q17_H_Co,Q18_H_Co,Intro_dem,Dem_countr,Dem_y_born,Dem_gender,Dem_occup,Dem_occup_TEXT,Dem_relig,Feedback,DO-BR-FL_19,DO-BL-Scientists,DO-BL-Highly_educated_people,LocationLatitude,LocationLongitude,LocationAccuracy
R_6mwTNIYwAGHE5ZH,Default Response Set,Anonymous,,,108.16.12.253,0,5/14/2014 3:38,5/14/2014 3:40,1,0e533560-101f-41a5-80f5-30a28929a00c,1,,Educated,,,Educated_Scientists,1,1,,1,1,5,4,4,7,5,7,4,4,6,5,5,5,5,4,4,5,5,5,,,,,,,,,,,,,,,,,,,,1,187,58,1,7,Analyst,38,,,,,,,
R_eaDxKotEhYOGtWB,Default Response Set,Anonymous,,,96.29.13.35,0,5/14/2014 3:36,5/14/2014 3:41,1,07ce1af9-9809-4405-87e1-b58d27aa89fb,1,,Educated,,,Educated_Scientists,1,1,,1,1,5,6,6,7,6,6,7,5,5,3,6,4,5,5,5,3,4,4,,,,,,,,,,,,,,,,,,,,1,187,23,2,7,Retired,40,,,,,,,
R_2nurizqRH5iBSnP,Default Response Set,Anonymous,,,68.204.180.220,0,5/14/2014 3:37,5/14/2014 3:41,1,07abdf62-af9c-426f-871e-d439fa04b83d,1,,Educated,,,Educated_Educated,1,1,,1,,,,,,,,,,,,,,,,,,,,1,6,6,7,6,7,7,7,6,6,6,7,6,7,6,6,6,6,5,1,187,67,2,7,,43,,,,,,,
R_3yotdLmeqDFD0WN,Default Response Set,Anonymous,,,108.211.50.40,0,5/14/2014 3:39,5/14/2014 3:42,1,0abaafeb-f3b4-450d-9216-f6ce92b5c137,1,,Educated,,,Educated_Educated,1,1,,1,,,,,,,,,,,,,,,,,,,,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,187,39,2,7,homemaker,38,,,,,,,
R_d094SYAUCKL95bf,Default Response Set,Anonymous,,,108.49.90.169,0,5/14/2014 3:40,5/14/2014 3:43,1,3578a70a-68d2-4b18-9f9e-0ec986abd0f7,1,,Educated,,,Educated_Scientists,1,1,,1,1,4,7,4,7,7,7,7,4,7,7,7,7,7,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,1,187,47,2,7,unemployed,41,,,,,,,
R_dg6vWECNUY72aYB,Default Response Set,Anonymous,,,68.191.37.142,0,5/14/2014 3:41,5/14/2014 3:45,1,5cc99e3b-cf91-4477-87cf-e9d97578803d,1,,Educated,,,Educated_Educated,1,1,,4,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,187,40,1,7,business,38,,,,,,,
R_0PAJ3WljEPnSHQh,Default Response Set,Anonymous,,,173.52.18.140,0,5/14/2014 3:42,5/14/2014 3:46,1,742084ec-fbf7-419a-a25e-c567f72c1c5b,1,,Educated,,,Educated_Scientists,1,1,,1,1,6,6,4,7,5,6,6,5,5,4,5,6,5,5,5,6,5,4,,,,,,,,,,,,,,,,,,,,1,187,45,2,7,"Artist, jewelry maker, writer",40,,,,,,,
R_0f6NKFRsFDhkhSd,Default Response Set,Anonymous,,,24.94.15.9,0,5/14/2014 3:41,5/14/2014 3:49,1,777696b3-7f38-4879-a6a2-ec3439f886e7,1,,Educated,,,Educated_Scientists,1,1,,2,1,5,6,4,7,6,7,4,4,6,4,5,6,6,4,4,4,6,4,,,,,,,,,,,,,,,,,,,,1,187,29,2,7,retired RN,43,,,,,,,
R_9LbuCXyxnJXbL6d,Default Response Set,Anonymous,,,74.184.13.15,0,5/14/2014 3:47,5/14/2014 3:52,1,e88b1625-b13a-4f22-8215-c1bdffeaebd8,1,,Educated,,,Educated_Scientists,1,1,,2,1,6,5,5,6,4,6,6,6,2,4,4,5,5,5,6,6,4,2,,,,,,,,,,,,,,,,,,,,1,187,43,2,7,educator,40,,,,,,,
R_b2Gl4TGOWltCcTP,Default Response Set,Anonymous,,,64.13.21.100,0,5/14/2014 3:49,5/14/2014 3:55,1,bd20cce7-22a8-424e-8a8a-d5e28138aed2,1,,Educated,,,Educated_Educated,1,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,4,5,7,6,5,5,6,1,1,4,5,4,4,5,6,4,1,187,65,1,7,Freelance Writer,38,,,,,,,
R_cOqVWhk5cYmOKfb,Default Response Set,Anonymous,,,24.217.220.140,0,5/14/2014 3:51,5/14/2014 3:55,1,055c71e0-63e4-4944-a550-11df99c34c5a,1,,Educated,,,Educated_Educated,1,1,,2,,,,,,,,,,,,,,,,,,,,1,5,2,1,3,5,4,4,6,5,5,2,3,6,3,4,2,4,3,1,187,48,1,7,Retired finance director,40,,,,,,,
R_0vxxqsPUaud2EFD,Default Response Set,Anonymous,,,141.158.212.246,0,5/14/2014 3:57,5/14/2014 4:00,1,4da2b179-150e-4f77-9cd2-4adbb5e3d2ba,1,,Educated,,,Educated_Scientists,1,1,,1,1,1,2,2,2,2,2,2,2,1,4,1,5,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,1,187,59,2,7,None,43,,,,,,,
R_06faoHe4OASaHad,Default Response Set,Anonymous,,,71.172.13.118,0,5/14/2014 3:58,5/14/2014 4:03,1,8c13cee6-6b07-4c07-badf-f2f14f539155,1,,Educated,,,Educated_Educated,1,1,,1,,,,,,,,,,,,,,,,,,,,1,4,4,4,4,5,4,4,4,4,4,4,2,3,3,4,4,4,4,1,187,64,1,7,analyst,39,,,,,,,
R_6RPRtq8PFsfwM5f,Default Response Set,Anonymous,,,108.212.96.56,0,5/14/2014 3:42,5/14/2014 4:06,1,8422dd8b-2b53-4d2b-9518-48864924d80f,1,,Educated,,,Educated_Educated,1,1,,1,,,,,,,,,,,,,,,,,,,,1,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,1,187,62,2,7,RN,39,,,,,,,
R_ehsGJywvWB9EhGl,Default Response Set,Anonymous,,,198.211.4.30,0,5/14/2014 3:57,5/14/2014 4:12,1,f9423ce1-024d-47ff-bf02-23afa4aca927,1,,Educated,,,Educated_Scientists,1,1,,1,1,7,6,7,4,7,5,7,5,6,4,6,7,6,6,4,6,7,5,,,,,,,,,,,,,,,,,,,,1,187,54,2,6,,43,,,,,,,
R_1Yr6FirLZCPIv7T,Default Response Set,Anonymous,,,216.52.207.74,0,5/14/2014 4:09,5/14/2014 4:13,1,9a10d71a-eee4-41f4-a062-f636cdfba62b,1,,Educated,,,Educated_Educated,1,1,,1,,,,,,,,,,,,,,,,,,,,1,4,5,6,6,6,7,6,4,6,5,1,5,2,4,4,4,2,4,1,187,49,1,7,programmer,38,,,,,,,
R_a45VKsw3GsYXb6J,Default Response Set,Anonymous,,,99.98.80.235,0,5/14/2014 4:07,5/14/2014 4:14,1,d04c2eb6-74a9-40b0-96c5-671906db200e,1,,Educated,,,Educated_Scientists,1,1,,4,1,2,5,5,5,5,5,2,4,2,3,4,3,5,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,1,187,48,1,7,Legal,40,,,,,,,
R_9SvczxKRvPZDsyh,Default Response Set,Anonymous,,,174.125.1.221,0,5/14/2014 4:13,5/14/2014 4:15,1,c87307dc-b849-494d-963f-f0e6b47ff81b,1,,Educated,,,Educated_Scientists,1,1,,1,1,7,6,6,7,4,6,7,6,5,6,5,5,7,6,6,7,7,7,,,,,,,,,,,,,,,,,,,,1,187,60,1,7,Police Dispatcher,39,,,,,,,
R_2fW3yyVmkf4hUah,Default Response Set,Anonymous,,,24.46.20.2,0,5/14/2014 4:01,5/14/2014 4:16,1,94534cb1-a2c1-4e10-a7e7-999318f5f832,1,,Educated,,,Educated_Educated,1,1,,2,,,,,,,,,,,,,,,,,,,,1,5,6,5,5,3,6,5,5,5,3,2,2,3,2,2,2,3,2,1,187,37,2,7,Civil service,43,,,,,,,
R_d4ELjM11ImsTngN,Default Response Set,Anonymous,,,74.96.119.102,0,5/14/2014 4:15,5/14/2014 4:19,1,d45d96ef-f234-4468-be92-3571b13976d3,1,,Educated,,,Educated_Educated,1,1,,2,,,,,,,,,,,,,,,,,,,,1,2,2,2,3,2,5,2,2,2,2,5,2,2,2,3,2,2,2,1,187,51,2,7,Office admin,44,,,,,,,
R_6Ywc1hsDXnr7VXL,Default Response Set,Anonymous,,,199.192.157.183,0,5/14/2014 4:14,5/14/2014 4:22,1,959502fe-e70f-4a42-97e0-43c239179bc3,1,,Educated,,,Educated_Scientists,1,1,,1,1,6,5,7,4,7,6,4,6,6,5,6,5,5,7,4,7,5,6,,,,,,,,,,,,,,,,,,,,1,187,54,2,6,,43,,,,,,,
R_0B96Q2mNHPpSrVX,Default Response Set,Anonymous,,,75.103.188.231,0,5/14/2014 4:20,5/14/2014 4:23,1,cc16603a-8e0c-485c-9a8c-b6658815269a,1,,Educated,,,Educated_Educated,1,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,6,6,7,7,5,6,7,5,6,6,6,6,7,6,7,4,1,187,14,1,7,Director,38,,,,,,,
R_9obUU2EHVejDY9v,Default Response Set,Anonymous,,,69.149.186.226,0,5/14/2014 4:19,5/14/2014 4:23,1,0414e0dc-67ae-44d9-80a8-97928713d88b,1,,Educated,,,Educated_Educated,1,1,,2,,,,,,,,,,,,,,,,,,,,1,5,6,5,6,5,6,4,6,6,2,2,3,6,5,6,6,5,3,1,187,41,1,7,engineer,43,,,,,,,
R_2mHD9aYcN9hIVqR,Default Response Set,Anonymous,,,108.14.195.218,0,5/14/2014 4:10,5/14/2014 4:23,1,a79f4478-1489-487d-b30c-6edf999d3c8f,1,,Educated,,,Educated_Scientists,1,1,,1,1,7,7,4,6,7,7,7,7,4,7,7,7,7,5,7,6,7,6,,,,,,,,,,,,,,,,,,,,1,187,58,2,7,actress,40,,,,,,,
R_etzoBaniDPkfDa5,Default Response Set,Anonymous,,,98.113.127.182,0,5/14/2014 4:22,5/14/2014 4:24,1,1f696be2-9910-4974-b3cb-f0d4757af1d2,1,,Educated,,,Educated_Educated,1,1,,1,,,,,,,,,,,,,,,,,,,,1,6,6,2,6,6,5,3,5,6,6,6,5,5,2,4,6,6,2,1,187,67,2,7,cma,42,,,,,,,
R_6rIN8aIka8ms8cJ,Default Response Set,Anonymous,,,108.208.89.92,0,5/14/2014 4:18,5/14/2014 4:25,1,660f0179-37d0-4ec9-bd1a-b507bf53e1e7,1,,Educated,,,Educated_Scientists,1,1,,1,1,2,3,1,7,6,5,1,3,3,3,2,6,5,3,3,3,3,1,,,,,,,,,,,,,,,,,,,,1,187,64,2,7,Store Manager,40,,,,,,,
R_51qeaIo2iQXrY5T,Default Response Set,Anonymous,,,98.231.251.94,0,5/14/2014 4:24,5/14/2014 4:27,1,da29182d-2fac-4033-937b-b5541ecdcea5,1,,Educated,,,Educated_Educated,1,1,,1,,,,,,,,,,,,,,,,,,,,1,2,2,3,4,3,6,4,3,2,3,1,4,5,1,1,1,4,1,1,187,63,2,7,secretary,38,,,,,,,
R_39sXGqZWN784p0h,Default Response Set,Anonymous,,,146.115.151.149,0,5/14/2014 4:25,5/14/2014 4:28,1,7ffdb47c-114f-4013-ad57-4a104ece28ab,1,,Educated,,,Educated_Scientists,1,1,,1,1,7,7,4,4,7,7,7,7,7,1,1,4,7,7,7,7,7,4,,,,,,,,,,,,,,,,,,,,1,187,27,1,7,retired educator,39,,,,,,,
R_9N9sASUeM9MFPAp,Default Response Set,Anonymous,,,198.55.103.112,0,5/14/2014 4:22,5/14/2014 4:31,1,8c54ba10-90ff-44b6-9736-acaf3bb8906b,1,,Educated,,,Educated_Scientists,1,1,,1,1,7,6,5,6,6,5,7,7,7,7,4,6,5,6,6,6,4,5,,,,,,,,,,,,,,,,,,,,1,187,57,2,6,,43,,,,,,,
R_cH02EmbpOkJfMaN,Default Response Set,Anonymous,,,69.120.133.28,0,5/14/2014 4:21,5/14/2014 4:31,1,8227fa8e-c2fd-4996-b1a8-c28180670c99,1,,Educated,,,Educated_Educated,1,1,,1,,,,,,,,,,,,,,,,,,,,1,6,6,5,5,2,2,6,6,5,4,5,5,6,5,7,6,6,6,1,187,70,1,7,Professional ,43,,,,,,,
R_eEgBow7v8Vr0qA5,Default Response Set,Anonymous,,,216.104.36.236,0,5/14/2014 4:11,5/14/2014 4:32,1,00395a3b-2065-40b2-8457-83c3f8fe855b,1,,Educated,,,Educated_Educated,1,1,,4,,,,,,,,,,,,,,,,,,,,1,5,5,2,6,6,6,6,6,4,5,3,6,7,7,3,4,6,5,1,187,69,2,7,manager,43,,,,,,,
R_aaRY7mR3Xa4TMEZ,Default Response Set,Anonymous,,,108.217.140.68,0,5/14/2014 4:28,5/14/2014 4:32,1,2f739f0d-f160-4bdd-afe1-38e32515a33a,1,,Educated,,,Educated_Scientists,1,1,,1,1,5,5,5,6,5,6,7,6,7,6,7,6,5,6,5,6,6,5,,,,,,,,,,,,,,,,,,,,1,187,65,1,7,CFO,40,,,,,,,
R_9o7U4SHP7vX1U1f,Default Response Set,Anonymous,,,24.13.210.252,0,5/14/2014 4:30,5/14/2014 4:33,1,5aba044b-6b6b-47b5-8e97-3292528c709f,1,,Educated,,,Educated_Educated,1,1,,4,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,6,7,5,4,4,6,4,4,5,4,4,1,187,60,1,7,,39,,,,,,,
R_4UzDDgrIzAcEQnj,Default Response Set,Anonymous,,,107.160.24.3,0,5/14/2014 4:37,5/14/2014 4:42,1,4e0fbab2-746f-4370-8af2-f92bb2efcfc4,1,,Educated,,,Educated_Educated,1,1,,1,,,,,,,,,,,,,,,,,,,,1,6,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,6,1,187,56,2,7,PROFEESONAL,42,,,,,,,
R_bfoy48jJCWd1hml,Default Response Set,Anonymous,,,199.192.152.7,0,5/14/2014 4:37,5/14/2014 4:43,1,f0498eb5-1a5b-43f0-9342-7aef209690e4,1,,Educated,,,Educated_Scientists,1,1,,1,1,6,6,7,7,5,6,5,5,7,7,7,4,7,6,5,6,7,7,,,,,,,,,,,,,,,,,,,,1,187,54,2,6,,43,,,,,,,
R_6nwtlAYjVlMdiC1,Default Response Set,Anonymous,,,98.196.134.205,0,5/14/2014 4:45,5/14/2014 4:49,1,aa817382-c012-46e2-8c90-799c8f5e4b23,1,,Educated,,,Educated_Scientists,1,1,,1,1,6,7,6,7,6,6,4,6,6,5,5,6,7,6,6,6,6,7,,,,,,,,,,,,,,,,,,,,1,187,41,1,7,Banker,38,,,,,,,
R_bEIi6bmttgIOFDL,Default Response Set,Anonymous,,,69.142.137.146,0,5/14/2014 4:49,5/14/2014 4:53,1,7d036b91-033f-4f17-9706-daae20437fd2,1,,Educated,,,Educated_Educated,1,1,,1,,,,,,,,,,,,,,,,,,,,1,6,6,6,6,6,6,2,6,6,6,5,3,6,6,6,6,6,6,1,187,31,1,7,retired,43,,,,,,,
R_7Oi8nm4oXxflsk5,Default Response Set,Anonymous,,,108.197.24.120,0,5/14/2014 4:50,5/14/2014 4:54,1,88a95ed6-db61-4a82-b02e-832c85bc4a77,1,,Educated,,,Educated_Educated,1,1,,1,,,,,,,,,,,,,,,,,,,,1,5,4,4,5,5,4,4,4,4,5,4,4,4,4,4,3,4,4,1,187,57,2,7,housewife,44,,,,,,,
R_0H8mh7KYrPuS1eZ,Default Response Set,Anonymous,,,71.168.114.133,0,5/14/2014 4:50,5/14/2014 4:54,1,73d2e946-79bc-4739-970b-5d5e30531438,1,,Educated,,,Educated_Scientists,1,1,,2,1,6,6,4,5,6,6,6,5,5,5,5,6,5,5,4,6,4,6,,,,,,,,,,,,,,,,,,,,1,187,41,2,7,Educator,43,,,,,,,
R_eam0tZu79S80MVD,Default Response Set,Anonymous,,,173.175.110.223,0,5/14/2014 4:26,5/14/2014 5:02,1,0dc0676c-dd86-4fd0-b8be-b9b28a78ede8,1,,Educated,,,Educated_Scientists,1,1,,1,1,3,3,4,6,5,5,3,3,5,4,5,4,3,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,1,187,34,2,7,accountant,38,,,,,,,
R_3pY0C1sU54FiEwl,Default Response Set,Anonymous,,,107.212.124.159,0,5/14/2014 5:00,5/14/2014 5:02,1,a4cf1af6-900c-4505-9fdd-6984b007be47,1,,Educated,,,Educated_Scientists,1,1,,2,1,4,6,5,5,4,5,4,4,6,6,5,6,5,6,6,6,5,5,,,,,,,,,,,,,,,,,,,,1,187,57,1,6,,43,,,,,,,
R_5zfxhsCWIrfgdJb,Default Response Set,Anonymous,,,71.239.104.114,0,5/14/2014 4:54,5/14/2014 5:04,1,f0a19521-7685-4f99-ab2e-215736e5e45e,1,,Educated,,,Educated_Scientists,1,1,,2,1,4,4,4,6,4,6,5,4,5,4,3,4,5,4,4,4,5,3,,,,,,,,,,,,,,,,,,,,1,187,26,1,7,Retired Teacher,42,,,,,,,
R_2beX9TcbUlO4pRr,Default Response Set,Anonymous,,,72.227.145.192,0,5/14/2014 3:27,5/14/2014 5:10,1,c9301596-bf01-4533-a07d-867a15b82659,1,,Educated,,,Educated_Educated,1,1,,2,,,,,,,,,,,,,,,,,,,,1,7,6,4,7,6,6,6,7,7,5,5,6,4,1,1,4,4,1,1,187,56,1,7,waiter,38,,,,,,,
R_cOtAi5zlqXccx6Z,Default Response Set,Anonymous,,,76.93.135.117,0,5/14/2014 5:06,5/14/2014 5:12,1,cb3e0787-2b18-4e6f-8224-ffeadb9388ec,1,,Educated,,,Educated_Educated,1,1,,2,,,,,,,,,,,,,,,,,,,,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,187,63,2,6,,42,,,,,,,
R_4VL9OTYPW7uh7M1,Default Response Set,Anonymous,,,71.60.173.81,0,5/14/2014 5:08,5/14/2014 5:16,1,3fd48f59-1961-488f-8258-7671c226ea98,1,,Educated,,,Educated_Scientists,1,1,,1,1,3,4,3,6,5,3,4,4,3,4,3,4,4,3,3,3,4,3,,,,,,,,,,,,,,,,,,,,1,187,22,1,7,Pharmacist,41,,,,,,,
R_86XJWn0UTVsMNr7,Default Response Set,Anonymous,,,50.0.149.249,0,5/14/2014 5:18,5/14/2014 5:22,1,04d62935-988a-47d4-8fd5-34d2f03d1fcc,1,,Educated,,,Educated_Educated,1,1,,1,,,,,,,,,,,,,,,,,,,,1,7,6,7,7,7,7,7,7,6,6,6,7,7,7,6,7,7,7,1,187,67,2,7,Office manager,41,,,,,,,
R_6Vx6IWvsA8R7ITr,Default Response Set,Anonymous,,,67.86.19.174,0,5/14/2014 5:20,5/14/2014 5:23,1,7a312149-cbdc-4e86-8afb-ac3d62bd7425,1,,Educated,,,Educated_Scientists,1,1,,1,1,7,7,5,6,7,6,7,7,7,4,6,6,6,4,5,6,2,2,,,,,,,,,,,,,,,,,,,,1,187,39,2,7,Administrative Ass't,39,,,,,,,
R_2nuJGOn8hoJMVnL,Default Response Set,Anonymous,,,172.3.85.147,0,5/14/2014 5:20,5/14/2014 5:23,1,8e60c679-7f87-435b-8d7c-9ec9251a578b,1,,Educated,,,Educated_Educated,1,1,,1,,,,,,,,,,,,,,,,,,,,1,5,6,3,4,5,6,5,5,1,3,4,4,5,4,3,4,4,3,1,187,59,2,7,childcare provider,44,,,,,,,
R_3WAizvZC4eEezXf,Default Response Set,Anonymous,,,24.107.69.134,0,5/14/2014 5:26,5/14/2014 5:29,1,60042b78-b706-40b7-97ce-2bb65be19e2e,1,,Educated,,,Educated_Scientists,1,1,,2,1,6,6,3,7,7,7,6,7,7,7,7,7,7,4,4,5,4,2,,,,,,,,,,,,,,,,,,,,1,187,19,1,7,retired,44,,,,,,,
R_0IYHLw2uFzOMar3,Default Response Set,Anonymous,,,71.8.81.174,0,5/14/2014 5:39,5/14/2014 5:44,1,869ca460-72b2-4166-a190-dc349882bca2,1,,Educated,,,Educated_Scientists,1,1,,1,1,6,6,5,6,5,4,6,6,6,5,5,5,6,4,5,6,6,5,,,,,,,,,,,,,,,,,,,,1,187,26,2,7,accountant,44,,,,,,,
R_ePspL9lm3Naa353,Default Response Set,Anonymous,,,99.122.178.125,0,5/14/2014 5:41,5/14/2014 5:44,1,0dd1aac0-acbb-4d0f-8fc8-c651bec05478,1,,Educated,,,Educated_Educated,1,1,,1,,,,,,,,,,,,,,,,,,,,1,5,4,3,2,6,4,5,5,6,1,2,3,5,3,4,4,5,1,1,187,28,1,7,Retired,42,,,,,,,
R_3gEIoMzFUgtKahf,Default Response Set,Anonymous,,,98.197.203.200,0,5/14/2014 5:42,5/14/2014 5:45,1,f9882406-fa31-4e1a-970e-d2e17ab41936,1,,Educated,,,Educated_Scientists,1,1,,1,1,4,4,4,7,4,5,4,4,4,5,1,6,7,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,1,187,38,2,7,teacher,44,,,,,,,
R_0VrhX05sCPEmmZD,Default Response Set,Anonymous,,,66.75.89.72,0,5/14/2014 5:42,5/14/2014 5:46,1,4e383577-90b4-43c3-8134-6fc841d94014,1,,Educated,,,Educated_Educated,1,1,,1,,,,,,,,,,,,,,,,,,,,1,5,6,2,6,7,7,5,6,5,2,2,6,6,2,5,6,6,2,1,187,41,1,7,Information technology,38,,,,,,,
R_b9GHrOwxnd9D7FP,Default Response Set,Anonymous,,,24.115.112.63,0,5/14/2014 5:38,5/14/2014 5:48,1,354fd17c-6f22-4b03-a79d-98aa3556459c,1,,Educated,,,Educated_Educated,1,1,,2,,,,,,,,,,,,,,,,,,,,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,187,40,1,7,police,38,,,,,,,
R_bsBu7RMSM1RCt37,Default Response Set,Anonymous,,,71.97.45.227,0,5/14/2014 5:46,5/14/2014 5:48,1,e160bca9-b3b6-486c-a211-896d1707b565,1,,Educated,,,Educated_Educated,1,1,,2,,,,,,,,,,,,,,,,,,,,1,6,5,4,5,5,5,5,6,5,6,4,6,6,5,2,4,5,2,1,187,41,2,7,developer,38,,,,,,,
R_3yf5xjo5t47SNPn,Default Response Set,Anonymous,,,107.199.66.46,0,5/14/2014 5:38,5/14/2014 5:49,1,901e62b6-c3d8-48aa-a561-40b319688983,1,,Educated,,,Educated_Educated,1,1,,1,,,,,,,,,,,,,,,,,,,,1,4,3,2,4,4,4,4,3,4,2,2,5,4,2,2,2,2,4,1,187,36,2,7,Teacher,42,,,,,,,
R_2sZ9G5428gUeO9L,Default Response Set,Anonymous,,,108.71.136.100,0,5/14/2014 5:42,5/14/2014 5:53,1,d5a9b898-0de2-44d4-ab41-d817cbeed5fc,1,,Educated,,,Educated_Scientists,1,1,,1,1,7,7,7,7,5,7,7,7,7,7,7,7,7,4,6,7,7,7,,,,,,,,,,,,,,,,,,,,1,187,32,2,7,Retired Teacher,41,,,,,,,
R_3R8OtsibQUoEZPD,Default Response Set,Anonymous,,,173.76.35.182,0,5/14/2014 4:58,5/14/2014 5:53,1,658309a4-bdab-44dc-aee7-165ca25bc61e,1,,Educated,,,Educated_Educated,1,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,3,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,1,187,46,2,7,uemployed,42,,,,,,,
R_0xigw83T4hADxu5,Default Response Set,Anonymous,,,70.192.2.234,0,5/14/2014 5:53,5/14/2014 5:57,1,d4bcb649-b51d-4b8c-b0d9-4977b7e7a9e5,1,,Educated,,,Educated_Scientists,1,1,,1,1,6,5,5,6,6,7,7,6,7,6,6,6,6,6,6,5,5,5,,,,,,,,,,,,,,,,,,,,1,187,48,2,7,,38,,,,,,,
R_3EO0e0f06L194Ed,Default Response Set,Anonymous,,,75.1.98.115,0,5/14/2014 5:53,5/14/2014 5:58,1,4ca89c34-cab9-4516-bdc1-564b9016608a,1,,Educated,,,Educated_Scientists,1,1,,2,1,7,7,7,6,6,6,7,7,6,6,5,6,7,7,7,7,7,4,,,,,,,,,,,,,,,,,,,,1,187,11,1,6,,44,,,,,,,
R_77lfmu8GwwuuuZ7,Default Response Set,Anonymous,,,65.32.166.35,0,5/14/2014 5:56,5/14/2014 6:00,1,c8d61c4d-bd66-4221-ae81-6784464e99ff,1,,Educated,,,Educated_Educated,1,1,,1,,,,,,,,,,,,,,,,,,,,1,5,2,2,6,6,6,4,2,1,6,4,5,6,7,7,5,5,6,1,187,44,1,7,Unemployed,44,,,,,,,
R_bxyLRkucnAS8wXb,Default Response Set,Anonymous,,,172.5.192.223,0,5/14/2014 6:03,5/14/2014 6:05,1,51d83cb5-72bc-4dd8-8ac3-d17a0bb672d3,1,,Educated,,,Educated_Scientists,1,1,,1,1,5,7,7,7,7,7,6,7,7,4,4,6,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,1,187,31,1,7,purchasing agent,44,,,,,,,
R_8pO78Li2qjthN09,Default Response Set,Anonymous,,,99.51.66.9,0,5/14/2014 6:05,5/14/2014 6:08,1,5cc631c7-358a-4605-af54-4926297ba490,1,,Educated,,,Educated_Educated,1,1,,2,,,,,,,,,,,,,,,,,,,,1,6,4,4,4,5,5,5,4,4,4,4,5,5,4,4,3,5,5,1,187,36,1,7,executive,41,,,,,,,
R_3Q4wG5irec2jImF,Default Response Set,Anonymous,,,74.70.213.63,0,5/14/2014 6:07,5/14/2014 6:10,1,d03427c0-ba79-489c-9c8f-dc0c0fb5ab2d,1,,Educated,,,Educated_Educated,1,1,,4,,,,,,,,,,,,,,,,,,,,1,5,6,5,5,5,5,5,6,5,3,3,2,4,5,4,2,5,4,1,187,34,1,7,accountant,39,,,,,,,
R_2ozNUp8m99LKiSV,Default Response Set,Anonymous,,,198.24.6.155,0,5/14/2014 6:12,5/14/2014 6:14,1,76cd89d3-47b3-4426-ace8-67d07e382840,1,,Educated,,,Educated_Scientists,1,1,,2,1,6,4,3,6,6,6,5,3,3,5,4,6,4,4,3,4,4,4,,,,,,,,,,,,,,,,,,,,1,187,56,2,7,,43,,,,,,,
R_783hkR3hv5Bn9Vb,Default Response Set,Anonymous,,,107.55.24.108,0,5/14/2014 6:13,5/14/2014 6:16,1,2c8f5d48-6a98-41e8-9117-77b2048439cf,1,,Educated,,,Educated_Educated,1,1,,4,,,,,,,,,,,,,,,,,,,,1,6,5,5,4,6,6,5,5,6,2,4,4,6,4,6,4,2,5,1,187,35,1,6,,41,,,,,,,
R_40ypJu5zifmfwrz,Default Response Set,Anonymous,,,137.175.21.170,0,5/14/2014 6:15,5/14/2014 6:19,1,52d744e5-5878-4f7b-859f-560819e76e96,1,,Educated,,,Educated_Scientists,1,1,,4,1,5,6,4,5,5,5,4,6,5,5,5,5,5,5,5,5,6,5,,,,,,,,,,,,,,,,,,,,1,128,63,2,6,,42,,,,,,,
R_0JLyxpelwSXUa1v,Default Response Set,Anonymous,,,68.175.81.176,0,5/14/2014 6:18,5/14/2014 6:20,1,d170ab8d-18b3-453a-a517-e0a0f180c102,1,,Educated,,,Educated_Scientists,1,1,,1,1,6,6,4,6,5,7,6,5,5,6,5,6,6,7,7,6,4,4,,,,,,,,,,,,,,,,,,,,1,187,54,2,6,,38,,,,,,,
